Total Unsigned Flux (Mx),GWILL (Mm),Average Gradient across PIL (G),Effective Separation (pixels),PIL Length (Mm),Label
6.81e+22,11976.9,47.2197,26.4114,253.643,0
6.87e+22,10971.6,45.2827,24.5042,242.291,0
2.29e+22,1783.68,23.6945,119.95,75.2782,0
2.31e+22,1876.55,21.4935,116.05,87.3077,0
2.25e+22,2113.25,20.0154,117.733,105.581,0
2.28e+22,1212.72,28.3809,115.631,42.7301,0
2.25e+22,1338.18,30.2987,113.668,44.1664,0
2.27e+22,1311.64,26.2013,117.907,50.0602,0
2.19e+22,1540.59,16.6195,114.444,92.6978,0
2.21e+22,728.9060000000002,15.8205,111.908,46.0735,0
2.17e+22,696.7710000000002,23.443,113.506,29.7219,0
2.16e+22,686.99,18.4034,114.706,37.3295,0
2.13e+22,637.043,13.9919,118.064,45.5294,0
2.1e+22,405.77,17.7826,120.543,22.8184,0
2.08e+22,731.0,16.565,120.398,44.1292,0
2.09e+22,1010.77,15.5505,122.422,64.9992,0
2.07e+22,330.708,14.4154,124.623,22.9413,0
2.02e+22,390.937,15.8773,125.937,24.6224,1
2.02e+22,337.163,13.7713,130.023,24.483,1
2.01e+22,1509.24,11.0272,131.812,136.865,1
1.99e+22,1023.46,12.6639,129.173,80.8171,1
1.98e+22,819.967,10.9744,130.62,74.7163,1
1.94e+22,420.239,10.8564,130.352,38.7089,1
1.94e+22,498.945,12.1606,135.563,41.0296,1
1.95e+22,839.8,15.3331,131.74200000000002,54.7704,1
1.93e+22,471.99,10.7725,137.053,43.8143,1
1.92e+22,665.788,14.37,132.68200000000002,46.3318,1
1.93e+22,691.416,14.1845,130.174,48.7445,1
1.91e+22,745.086,16.6,128.957,44.8847,1
1.94e+22,1032.97,21.9328,128.214,47.0969,1
1.92e+22,1077.33,22.9839,126.534,46.8732,1
1.92e+22,716.209,19.7845,124.625,36.2005,1
1.88e+22,753.9860000000001,19.5594,122.798,38.5485,1
1.88e+22,948.281,27.1914,130.127,34.8743,1
1.87e+22,829.825,22.1371,132.95600000000002,37.4857,1
1.83e+22,687.2230000000002,20.1572,132.219,34.0932,1
1.85e+22,611.068,17.474,131.988,34.9701,1
1.86e+22,540.844,13.7615,128.394,39.3012,1
1.91e+22,903.271,14.6304,128.409,61.7393,1
1.95e+22,1360.09,11.1029,124.046,122.499,1
2e+22,1867.34,14.4443,115.887,129.279,1
2.03e+22,1506.89,10.0845,118.239,149.42600000000004,1
2.05e+22,1048.89,7.60893,116.675,137.85,1
2.07e+22,1060.68,11.4123,115.345,92.9417,1
2.09e+22,788.623,12.9719,115.85,60.7947,1
2.1e+22,1115.91,11.7204,119.689,95.2108,1
2.08e+22,1096.98,8.222610000000001,115.618,133.41,1
2.08e+22,1962.03,9.354289999999999,120.49,209.747,0
2.03e+22,381.067,5.808330000000001,124.6,65.6069,0
2.02e+22,634.124,7.33162,125.885,86.4916,0
2.01e+22,1740.78,11.1204,125.297,156.539,0
2.03e+22,1275.57,11.6814,122.987,109.197,0
2.02e+22,1406.46,13.2213,122.169,106.378,0
2.03e+22,1661.05,16.0084,124.524,103.761,0
2.03e+22,2055.5,10.315,119.635,199.273,0
2e+22,1156.31,7.1174,124.083,162.463,0
1.98e+22,996.048,5.824330000000001,119.041,171.015,0
1.99e+22,1093.47,6.02109,113.501,181.607,0
1.98e+22,1152.18,7.71082,114.471,149.424,0
2.01e+22,2261.28,11.1968,111.426,201.958,0
2.05e+22,2482.28,13.0365,105.052,190.41,0
2.11e+22,4315.93,17.6734,107.855,244.205,0
2.16e+22,3225.67,13.4338,95.8511,240.116,0
2.21e+22,3305.94,15.0589,93.4576,219.534,0
2.26e+22,2085.01,9.80687,85.2766,212.607,0
2.33e+22,2464.91,11.9682,83.9181,205.955,0
2.35e+22,2472.71,11.2587,77.2932,219.627,0
2.39e+22,2973.75,14.5337,74.4714,204.611,0
2.43e+22,3538.26,16.5346,79.6726,213.991,0
2.46e+22,2851.33,14.3242,85.154,199.057,0
2.48e+22,2485.36,13.3176,86.3274,186.622,0
2.5e+22,2162.58,12.0314,80.4766,179.745,0
2.55e+22,2044.78,12.0226,77.6855,170.078,0
2.59e+22,2839.17,16.0094,78.1539,177.34400000000005,0
2.63e+22,3975.77,17.9716,73.5589,221.225,0
2.67e+22,2813.36,16.8598,68.4992,166.868,0
2.63e+22,2523.21,13.2977,63.8437,189.748,0
2.67e+22,3208.56,16.8219,67.2815,190.737,0
2.66e+22,3335.41,18.3684,64.9813,181.584,0
2.71e+22,3134.4,19.0094,67.5144,164.887,0
2.75e+22,3490.25,20.5327,65.3541,169.985,0
2.81e+22,4564.36,21.8189,63.3151,209.193,0
2.84e+22,3992.93,19.6518,63.6547,203.18400000000003,0
2.85e+22,4067.28,21.0962,58.0935,192.797,0
2.92e+22,5111.11,23.46,57.7378,217.865,0
2.91e+22,4336.67,23.3851,55.551,185.446,0
2.94e+22,4554.66,26.6568,52.2438,170.863,0
2.94e+22,4721.57,22.3612,55.2253,211.15,0
1.44e+22,3610.26,28.1094,137.48,128.436,1
1.46e+22,4206.61,26.3349,139.428,159.735,1
1.46e+22,3074.24,22.0115,139.049,139.665,1
1.44e+22,3297.16,21.5121,132.274,153.27,1
1.48e+22,3406.12,19.0693,133.019,178.618,1
1.54e+22,3370.52,24.4455,127.945,137.879,1
1.59e+22,3480.8,30.725,119.052,113.289,1
1.62e+22,4226.73,37.4713,111.667,112.799,1
1.7e+22,4141.77,31.814,108.45,130.187,1
1.72e+22,4138.3,33.4473,110.316,123.726,1
1.7e+22,3803.3,32.8423,96.5321,115.805,1
1.84e+22,3916.83,35.796,95.9985,109.421,1
1.99e+22,6910.9,45.6587,81.7883,151.36,1
2.04e+22,6515.22,43.8172,80.6765,148.691,1
2.07e+22,6975.57,46.5097,83.3749,149.981,1
2.15e+22,6711.0,43.1193,80.0077,155.638,0
2.22e+22,5663.17,38.8202,77.4706,145.882,0
2.36e+22,5716.67,36.8658,71.5193,155.067,0
2.59e+22,7634.96,42.747,64.597,178.608,0
2.79e+22,9808.97,42.4517,62.8992,231.062,0
3.03e+22,8456.01,47.3498,56.5804,178.58599999999996,0
3.3e+22,10285.6,49.9711,51.8586,205.83,0
3.51e+22,9360.44,52.7414,50.1764,177.47799999999995,0
3.7e+22,10716.2,49.793,48.3588,215.21400000000003,0
3.97e+22,10567.4,47.3514,44.1077,223.169,0
4.26e+22,12429.1,52.2061,41.6013,238.078,0
4.59e+22,9333.08,41.0312,38.834,227.463,0
4.93e+22,11134.0,41.1947,36.1514,270.277,0
5.2e+22,13946.6,42.7458,34.9862,326.269,0
5.39e+22,8203.54,32.2876,33.4344,254.077,0
5.63e+22,8742.47,33.443000000000005,33.0841,261.414,0
5.81e+22,6688.66,35.3275,33.727,189.333,0
5.88e+22,5450.63,23.2446,33.7617,234.49,0
6.08e+22,15333.3,56.673,33.1322,270.558,0
6.23e+22,15081.8,46.5916,32.5004,323.703,0
6.37e+22,17037.0,44.3082,27.7925,384.512,0
6.53e+22,19474.8,42.7955,29.403,455.066,0
6.66e+22,17779.6,44.1317,29.3717,402.875,0
6.85e+22,18822.6,45.5536,30.173,413.196,0
7.03e+22,19085.8,41.7652,26.5457,456.979,0
7.18e+22,20011.1,44.9432,28.0764,445.252,0
7.31e+22,17285.4,43.9626,28.803,393.185,0
7.36e+22,11783.7,27.9745,29.2592,421.23,0
7.4e+22,12998.5,22.5685,30.1709,575.9580000000002,0
7.28e+22,8055.62,25.7559,30.244,312.768,0
7.36e+22,9659.98,21.5475,29.525,448.311,0
7.34e+22,7482.35,20.941999999999997,30.2197,357.289,0
7.32e+22,5805.66,24.1947,29.5984,239.956,0
7.33e+22,6143.25,26.2769,29.1331,233.789,0
7.36e+22,8093.53,32.9067,29.6019,245.954,0
7.35e+22,6888.12,27.2703,29.5111,252.587,0
7.23e+22,9640.19,27.5456,28.0047,349.972,0
7.28e+22,11066.0,24.4102,31.7126,453.337,0
7.2e+22,6557.83,25.144000000000002,30.259,260.811,0
7.17e+22,8441.32,26.0722,30.9459,323.767,0
7.12e+22,7344.84,26.0606,31.5026,281.837,0
7.14e+22,6730.78,22.1226,32.6367,304.249,0
7.15e+22,7604.67,21.0219,30.7074,361.75,0
7.22e+22,10821.6,20.9458,31.6044,516.6469999999998,0
7.22e+22,10705.0,21.1386,31.70300000000001,506.419,0
7.12e+22,7488.9,22.4034,30.103,334.275,0
7.08e+22,7638.39,23.7611,29.2462,321.466,1
7.08e+22,6401.42,25.8203,28.8919,247.922,1
7.05e+22,7625.13,25.416999999999998,29.3808,300.001,1
7.03e+22,6896.54,21.6189,30.559,319.005,1
7e+22,6555.13,23.6438,29.5675,277.245,1
7.03e+22,8677.34,21.8882,31.2316,396.439,1
8.41e+21,274.357,11.0615,77.3615,24.8029,0
8.31e+21,371.691,9.76212,79.2304,38.0748,0
8.27e+21,207.764,7.4243,76.90899999999998,27.9843,0
8.23e+21,553.2,10.6077,78.6684,52.1508,1
8.15e+21,182.61,9.12852,72.392,20.0043,1
8.4e+21,233.447,10.4148,73.3634,22.4149,1
7.95e+21,157.798,8.24269,73.9304,19.144,1
8.03e+21,150.366,11.1861,77.7502,13.4422,1
7.87e+21,149.659,11.3246,78.2132,13.2154,1
7.67e+21,146.11,9.48403,76.6715,15.4059,1
7.42e+21,194.557,11.4064,80.4492,17.0568,1
7.14e+21,160.517,11.1715,81.8724,14.3684,1
6.91e+21,256.275,12.8729,82.4079,19.9081,1
6.65e+21,271.181,12.569,83.2712,21.5754,1
6.6e+21,268.656,15.9492,88.0245,16.8445,1
6.56e+21,264.872,15.8698,87.9221,16.6903,1
6.54e+21,398.51,19.7768,87.1316,20.1504,1
6.37e+21,354.651,24.7616,91.5378,14.3226,1
6.36e+21,376.075,17.3967,90.1697,21.6176,1
6.35e+21,338.91,26.427,85.3316,12.8244,1
6.58e+21,656.1060000000001,16.7344,83.5649,39.207,1
6.88e+21,848.2719999999998,20.5435,82.4985,41.2915,1
7.2e+21,1017.5,24.6064,78.8862,41.3512,1
7.86e+21,1200.24,26.1451,82.0427,45.9067,1
8.91e+21,1565.0,22.5294,77.3091,69.4647,1
9.85e+21,1718.57,22.5012,73.4077,76.3766,1
1.11e+22,1986.83,24.5036,67.2861,81.083,1
1.27e+22,1407.0,24.2812,65.767,57.94600000000001,1
1.4e+22,2836.5,18.3508,60.826,154.571,1
1.51e+22,3271.3,18.836,58.1747,173.673,1
1.62e+22,3420.68,21.4343,57.8755,159.589,1
1.69e+22,2589.1,24.1111,54.1699,107.382,1
1.78e+22,2462.7,33.4958,54.1455,73.5227,1
1.85e+22,4060.7,28.4106,53.6888,142.929,1
1.89e+22,3714.49,28.6067,51.9513,129.847,1
1.92e+22,3353.03,27.2959,53.8993,122.84,1
1.95e+22,3772.27,27.8779,53.3005,135.314,1
1.99e+22,1824.27,25.4309,54.2161,71.7343,1
2.04e+22,824.217,16.6142,52.0985,49.6092,1
2.11e+22,1893.67,20.4311,54.221,92.6855,1
2.31e+22,2791.39,17.3759,55.6004,160.64700000000005,1
2.37e+22,2399.55,21.5835,55.8573,111.175,1
2.43e+22,3913.61,25.6859,55.7743,152.364,1
2.47e+22,3847.24,23.8069,56.6863,161.602,1
2.55e+22,2657.84,22.9762,56.7412,115.678,1
2.63e+22,3539.88,20.5845,57.6274,171.968,1
2.75e+22,4015.3,28.0138,56.8609,143.333,1
2.88e+22,4076.72,22.8003,50.161,178.801,1
2.95e+22,3403.57,24.5375,47.8849,138.709,1
2.97e+22,3231.89,25.0777,51.0331,128.875,1
2.98e+22,3769.31,18.3114,49.4014,205.845,1
3e+22,2535.27,23.9926,45.984,105.669,1
3.02e+22,2548.29,23.5852,47.4107,108.046,0
3.06e+22,2780.21,25.9534,45.6766,107.123,0
3.06e+22,2205.66,21.3431,43.165,103.343,0
3.07e+22,2305.47,26.7815,42.3206,86.0844,0
3.05e+22,2680.31,27.0753,42.8513,98.9947,0
3.05e+22,3117.85,31.5197,47.06800000000001,98.9175,0
3.01e+22,2959.12,30.2182,48.9166,97.9252,0
3.01e+22,2418.62,33.5228,45.62,72.1484,0
2.98e+22,2872.78,29.1428,43.8729,98.5759,0
2.94e+22,1984.2,27.7831,43.0407,71.4174,0
2.95e+22,3101.44,27.4554,42.8479,112.963,0
2.99e+22,2580.84,26.9448,44.6525,95.7824,1
2.97e+22,2653.17,18.7834,46.1963,141.251,1
2.94e+22,1907.6,19.1366,49.3646,99.6831,1
2.92e+22,1712.91,15.8397,50.5714,108.14,1
2.9e+22,1364.76,19.1772,50.7276,71.1659,1
2.91e+22,2944.58,16.8012,54.1247,175.26,1
2.91e+22,2361.3,21.7696,52.236,108.468,1
2.93e+22,2513.61,16.6077,53.0642,151.352,1
2.89e+22,2766.3,14.6069,56.4635,189.383,1
2.84e+22,2711.56,18.835,55.43600000000001,143.964,1
2.82e+22,1981.36,21.5211,57.6974,92.066,1
2.8e+22,2190.26,17.644000000000002,56.8257,124.136,1
2.77e+22,1659.94,24.4472,60.966,67.8988,1
9.34e+22,15326.6,47.715,19.2472,321.211,1
9.35e+22,15963.8,47.6512,18.6824,335.014,1
9.43e+22,16712.5,49.6991,18.4793,336.273,1
9.5e+22,13158.7,62.6818,17.101,209.929,1
9.58e+22,15026.3,48.2843,17.4556,311.204,1
9.66e+22,13849.5,51.0843,18.0991,271.11,1
9.72e+22,14998.1,49.3568,17.7383,303.87,1
9.8e+22,16287.3,42.0097,18.9813,387.704,1
9.91e+22,12216.8,37.8415,18.197,322.842,1
1e+23,10528.3,36.0598,17.5053,291.967,1
1.01e+23,11730.2,38.9542,18.1768,301.127,1
1.01e+23,11178.4,42.7127,17.6046,261.711,1
1.02e+23,11015.5,47.316,16.7936,232.808,1
1.02e+23,10629.5,43.0366,17.1306,246.988,1
1.03e+23,8885.83,39.82,17.7549,223.15,1
1.03e+23,9398.66,39.7215,17.2027,236.614,1
1.04e+23,9910.3,35.4076,17.1814,279.892,1
1.03e+23,10015.0,44.4279,18.1306,225.421,1
1.03e+23,10668.3,41.7159,16.9457,255.737,1
1.03e+23,9202.52,45.9171,18.2724,200.416,1
1.03e+23,11560.1,48.0234,17.6174,240.719,0
1.03e+23,11039.2,48.018,18.6508,229.898,0
1.03e+23,9980.34,45.1105,19.1034,221.242,0
1.03e+23,12244.0,41.4603,18.7313,295.319,0
1.03e+23,10501.8,47.9501,18.4072,219.016,0
1.03e+23,9997.58,47.3413,18.4533,211.181,0
1.03e+23,10928.8,43.2397,18.393,252.749,0
1.04e+23,10538.8,33.3369,17.7749,316.13,0
1.04e+23,8489.53,38.0676,18.5588,223.012,0
1.04e+23,9666.59,30.1275,18.6784,320.856,0
1.05e+23,10980.8,32.3509,18.4164,339.427,0
1.05e+23,9758.46,38.8069,18.4079,251.462,0
1.05e+23,8245.75,35.8932,18.5486,229.73,0
1.05e+23,9131.4,38.648,18.4481,236.271,0
1.05e+23,7452.95,30.6842,19.3953,242.892,0
1.04e+23,7664.27,31.2362,19.0565,245.365,0
1.04e+23,8632.9,31.8868,18.22,270.736,0
1.04e+23,8782.36,37.0075,19.0223,237.313,0
1.04e+23,7450.08,37.3157,19.3437,199.65,0
1.05e+23,8339.88,46.5694,19.5292,179.085,0
1.05e+23,7238.78,46.3181,18.6821,156.284,0
1.06e+23,9345.8,37.3275,19.2416,250.373,0
1.06e+23,9482.58,34.6573,20.5946,273.61,0
1.06e+23,8323.71,34.0306,20.393,244.595,0
1.08e+23,10293.5,32.6524,20.6023,315.245,0
1.08e+23,10583.6,35.3776,20.6543,299.161,0
1.08e+23,12826.5,32.4737,20.3351,394.982,0
1.09e+23,14953.1,27.3836,21.3349,546.06,0
1.1e+23,14247.5,34.016,20.9332,418.847,0
1.1e+23,15947.5,30.2175,20.5497,527.757,0
1.11e+23,15994.4,35.858000000000004,20.566,446.047,0
1.11e+23,10325.5,30.0046,20.1589,344.131,0
1.11e+23,10286.2,37.4505,19.6523,274.66,0
1.11e+23,9582.45,35.2288,19.9009,272.006,0
1.11e+23,12620.4,34.3119,20.7984,367.814,0
1.12e+23,14868.4,31.4023,21.1535,473.48,0
1.11e+23,9416.3,40.4244,21.4068,232.936,0
1.11e+23,10161.2,37.8412,21.2634,268.521,0
1.11e+23,11227.1,33.2049,21.3114,338.117,0
1.1e+23,11289.4,36.7819,22.0151,306.928,0
1.1e+23,13399.4,32.8559,21.4394,407.822,0
1.09e+23,12340.7,33.4607,22.6687,368.811,0
1.1e+23,13379.4,31.709,22.1454,421.942,1
1.09e+23,12956.6,34.3167,24.4712,377.56,1
1.08e+23,10926.6,35.0012,23.1563,312.1790000000001,1
1.09e+23,15026.1,29.0387,23.4486,517.452,1
1.09e+23,13024.1,34.271,23.7704,380.034,1
1.09e+23,13562.9,34.5486,24.7258,392.574,1
1.08e+23,13977.2,35.3717,23.3525,395.152,1
1.08e+23,14406.1,34.5359,24.7092,417.134,1
1.08e+23,14327.2,42.2719,24.5027,338.93,1
1.08e+23,12694.6,41.1908,23.6876,308.191,1
1.08e+23,14379.0,42.7577,23.0575,336.291,1
1.08e+23,18043.7,33.9714,23.5743,531.145,1
1.08e+23,16945.3,39.416,23.9605,429.908,1
6.7e+22,12410.9,31.3811,31.8428,395.489,0
6.7e+22,9813.2,31.3615,31.0533,312.906,0
6.62e+22,10749.5,24.5549,29.7527,437.773,0
6.65e+22,10606.0,24.3892,28.7103,434.864,0
6.77e+22,11968.4,24.2937,29.9537,492.656,0
6.64e+22,9704.48,24.0417,29.608,403.652,0
6.6e+22,9601.68,22.5263,30.7343,426.24300000000005,0
6.51e+22,9847.77,22.5815,30.6597,436.099,0
6.43e+22,8912.12,21.627,30.5537,412.083,0
6.4e+22,7948.78,22.3891,31.5243,355.029,0
6.4e+22,8105.26,19.3461,30.6322,418.961,0
6.39e+22,9080.5,20.7073,31.1776,438.517,0
6.33e+22,10966.7,22.502,32.0701,487.365,0
6.22e+22,8322.76,21.7863,31.6555,382.018,0
6.25e+22,9226.7,21.1448,32.1725,436.358,0
6.23e+22,11229.7,26.9648,33.177,416.456,0
6.22e+22,10777.1,27.4591,33.4718,392.479,0
6.21e+22,11264.0,27.0215,33.2855,416.855,0
6.23e+22,10373.0,32.9615,32.6007,314.699,0
6.21e+22,10559.8,32.8701,31.7879,321.259,0
6.22e+22,10661.3,32.0453,31.2051,332.696,0
6.2e+22,8836.42,32.8588,31.8224,268.921,0
6.26e+22,9511.12,34.92,31.6197,272.369,0
6.29e+22,8373.09,35.4879,31.2394,235.942,0
6.38e+22,9612.16,36.5205,30.579,263.199,0
6.43e+22,10110.1,34.6001,32.0331,292.198,0
6.5e+22,9128.47,35.0467,31.6645,260.466,0
6.55e+22,9871.23,41.1876,31.5573,239.665,0
6.59e+22,11324.3,34.7607,31.6775,325.78,0
6.66e+22,12079.6,41.1736,32.1306,293.382,0
6.64e+22,15206.2,43.1401,31.8146,352.485,0
6.69e+22,16466.6,42.3044,31.0079,389.241,0
6.73e+22,13071.8,39.8574,30.7491,327.963,1
6.79e+22,13130.6,38.6802,32.015,339.466,1
6.9e+22,10696.1,34.2591,30.3178,312.211,1
7.05e+22,12769.7,41.4275,29.9343,308.242,1
7.15e+22,13744.2,38.7091,29.8193,355.06300000000016,1
7.16e+22,14240.4,45.5037,29.4333,312.951,1
7.19e+22,12220.7,40.1854,28.6268,304.107,1
7.22e+22,12657.2,37.9457,28.2315,333.56,1
7.25e+22,13210.5,38.3792,29.3587,344.209,1
7.3e+22,12470.8,36.6822,28.0932,339.969,1
7.31e+22,12143.5,37.8597,27.5163,320.749,1
7.34e+22,9967.71,30.3875,28.0045,328.02,1
7.31e+22,11043.7,35.1495,27.3907,314.192,1
7.26e+22,10983.8,34.9997,28.7536,313.826,1
7.21e+22,10179.5,33.0363,27.794,308.131,1
7.16e+22,11111.3,31.3063,27.9641,354.921,1
7.14e+22,11096.1,35.1386,28.2782,315.78,1
7.15e+22,12333.1,36.2089,28.2801,340.6090000000001,1
7.13e+22,12419.0,38.2733,27.9687,324.482,1
7.13e+22,11329.0,39.9914,27.8592,283.286,1
7.07e+22,11216.8,36.6266,27.9519,306.248,1
7.05e+22,10893.7,39.7404,26.871,274.122,1
6.99e+22,11309.4,46.0153,27.0419,245.775,1
6.94e+22,11169.7,49.0571,27.2469,227.687,1
6.87e+22,10683.0,46.3411,27.4837,230.53,1
6.83e+22,10934.8,45.3796,27.146,240.963,1
6.8e+22,10474.2,45.2482,27.6411,231.483,1
6.7e+22,8498.19,40.1762,27.658,211.523,1
6.66e+22,10236.8,44.6739,28.4365,229.145,1
6.62e+22,11481.7,45.6282,28.5599,251.636,1
6.58e+22,10212.7,50.911,28.4687,200.6,1
6.52e+22,9351.64,40.6977,28.0749,229.783,1
6.48e+22,10226.1,42.1584,29.8496,242.563,1
6.4e+22,10920.1,34.4422,28.1085,317.056,1
6.34e+22,11034.3,34.8462,28.6531,316.656,1
6.28e+22,12559.8,29.575,28.96,424.676,1
6.26e+22,8688.86,33.5891,28.5885,258.681,1
6.21e+22,6889.89,24.87,29.2962,277.036,1
6.19e+22,7822.31,26.8484,29.0471,291.351,1
6.17e+22,9381.57,28.7475,29.3608,326.344,1
6.1e+22,6536.74,27.1911,28.853,240.4,1
6.03e+22,6031.3,25.9624,30.006,232.30900000000003,1
5.98e+22,6122.83,23.2234,29.7788,263.649,0
5.94e+22,7810.67,24.5811,30.3069,317.751,0
5.91e+22,7389.29,22.4503,30.4265,329.14,0
2.18e+23,42209.3,59.2483,16.2789,712.414,0
2.19e+23,39170.2,57.5882,16.3829,680.177,0
2.18e+23,36415.6,52.8867,17.0537,688.559,1
2.19e+23,34623.7,57.9234,16.0877,597.75,1
2.2e+23,30356.9,51.3729,15.85,590.9119999999998,1
2.22e+23,34523.0,54.0235,15.9812,639.036,1
2.22e+23,32041.7,52.5919,15.9265,609.251,1
2.23e+23,29944.1,52.0631,16.8691,575.15,1
2.22e+23,28273.0,51.5055,16.7834,548.932,1
2.23e+23,30118.8,53.6567,16.2568,561.325,1
2.24e+23,29463.5,54.7735,16.8154,537.915,1
2.25e+23,28204.0,49.3728,17.5831,571.245,1
2.26e+23,29798.5,46.7152,16.8073,637.875,1
2.27e+23,35363.2,42.229,16.1464,837.416,1
2.28e+23,29184.8,44.601000000000006,15.358,654.354,1
2.29e+23,28077.9,47.2824,16.3371,593.8340000000002,1
2.29e+23,29725.0,44.9594,15.3171,661.1510000000002,1
2.29e+23,32622.7,48.3353,14.3131,674.925,1
2.29e+23,31677.2,49.6491,14.7484,638.0219999999998,1
2.29e+23,30925.6,43.9706,15.5016,703.324,1
2.3e+23,29434.7,45.5834,15.3705,645.7330000000002,1
2.3e+23,31122.7,46.8547,15.2612,664.2389999999998,1
2.3e+23,32371.4,44.2067,15.3038,732.273,1
2.3e+23,30447.1,42.4752,14.8208,716.821,1
2.3e+23,30339.2,43.2562,14.8802,701.3839999999999,1
2.3e+23,28207.7,47.6636,14.425,591.807,1
2.3e+23,26763.3,45.4945,14.4706,588.275,1
2.29e+23,28500.2,42.8407,14.5371,665.2589999999999,1
2.29e+23,26154.5,41.5828,14.4655,628.9730000000002,1
2.29e+23,24546.9,41.4507,14.1097,592.196,1
2.28e+23,24945.8,38.0258,14.5576,656.023,1
2.29e+23,24841.2,42.5206,15.2026,584.215,1
2.28e+23,29081.1,38.6516,14.7676,752.39,1
2.27e+23,24739.5,39.7566,15.0018,622.275,1
2.27e+23,25472.9,43.6857,14.8109,583.095,1
2.27e+23,26836.0,36.7141,15.0228,730.945,1
2.27e+23,25189.4,37.8429,14.7403,665.6310000000002,1
2.26e+23,23252.6,36.0012,14.9253,645.885,1
2.26e+23,20258.5,36.0118,14.8127,562.553,1
2.25e+23,18748.1,34.0025,15.5442,551.375,1
2.24e+23,19563.4,34.0382,15.6442,574.749,1
2.23e+23,21094.7,35.4353,15.8362,595.302,1
2.22e+23,20030.9,32.9575,16.1743,607.78,1
2.21e+23,18779.7,31.72,15.6547,592.047,1
2.21e+23,19970.8,31.0552,16.1669,643.0740000000002,0
2.2e+23,21219.9,31.9202,16.1863,664.779,0
2.2e+23,18945.9,31.1225,15.5422,608.754,0
2.19e+23,15597.1,26.7206,15.3106,583.7090000000002,0
2.18e+23,14770.3,24.6012,15.6369,600.388,0
2.18e+23,16091.2,27.9191,16.0611,576.351,0
2.17e+23,18512.4,27.535999999999998,16.2676,672.297,0
2.17e+23,17591.1,29.9716,15.4691,586.9259999999998,0
2.16e+23,15735.7,30.1803,15.439,521.39,0
2.15e+23,18962.3,29.6793,15.473,638.905,0
2.15e+23,19025.9,30.0964,15.7201,632.164,0
2.14e+23,17132.2,32.0344,15.7259,534.805,0
2.14e+23,19601.2,32.315,15.7888,606.568,0
2.13e+23,20217.3,33.6333,16.5471,601.11,0
2.12e+23,17586.2,31.103,16.5388,565.419,0
2.12e+23,21666.0,32.4308,16.8412,668.07,0
2.11e+23,22949.3,34.2989,17.7533,669.096,0
2.11e+23,20490.9,37.143,18.0396,551.6759999999998,0
2.1e+23,24581.2,30.0664,16.6071,817.564,0
2.1e+23,24633.0,33.3854,17.7965,737.8389999999997,0
2.1e+23,29129.2,33.7233,16.9489,863.7719999999997,0
2.08e+23,26418.3,35.3433,16.8238,747.4760000000001,0
2.08e+23,25834.8,39.4657,16.8583,654.613,0
2.07e+23,25755.0,37.9164,16.8194,679.257,0
2.07e+23,26263.2,39.8066,17.2656,659.7710000000002,0
2.76e+21,578.8430000000002,28.4756,85.39200000000002,20.3277,0
3.48e+21,1535.96,34.4713,69.0625,44.5576,0
4.65e+21,2136.77,40.7819,62.017,52.3951,0
5.83e+21,2994.63,46.5892,52.2824,64.2773,0
6.69e+21,2960.27,49.2484,44.8335,60.109,0
7.89e+21,1839.93,47.1177,43.8371,39.0496,0
8.3e+21,1509.79,49.5599,38.9051,30.464,0
9.39e+21,1999.38,56.2734,38.1202,35.5297,0
1.01e+22,1491.06,55.9339,37.1672,26.6576,0
1.09e+22,1079.35,40.8223,40.4662,26.4401,0
1.11e+22,1300.54,44.3955,40.6537,29.2944,0
1.11e+22,1078.21,26.8593,41.2386,40.1428,0
1.14e+22,1073.44,29.576,43.957,36.2942,0
1.54e+22,1429.38,21.9059,39.5941,65.2511,0
1.17e+22,518.3919999999998,18.4845,43.5899,28.0447,0
1.21e+22,1062.81,23.5418,45.4952,45.1456,0
1.24e+22,1738.51,19.4479,44.035,89.3933,0
1.3e+22,1368.49,18.8187,46.2035,72.7198,1
1.37e+22,1757.63,18.8735,46.3425,93.1269,1
1.47e+22,1233.58,17.2469,40.1376,71.5247,1
1.54e+22,1802.79,20.3611,38.7062,88.5408,1
1.62e+22,854.4989999999998,26.6429,35.5215,32.0723,1
1.73e+22,1101.68,17.6061,35.7759,62.574,1
1.78e+22,1487.63,20.3891,33.9186,72.9621,1
1.83e+22,1096.69,23.5406,36.7401,46.5872,1
1.88e+22,1092.52,20.0373,37.2855,54.5244,1
1.93e+22,1520.96,27.8801,36.0657,54.5536,1
2e+22,706.0210000000002,17.4095,36.6857,40.5538,1
2.06e+22,1294.23,22.6008,32.5768,57.265,1
2.09e+22,849.6460000000002,20.543000000000003,32.1619,41.3594,1
2.11e+22,1324.86,21.86,34.3769,60.6064,1
2.1e+22,882.559,17.7088,34.8975,49.8373,1
2.11e+22,804.885,17.9803,34.4631,44.7648,1
2.15e+22,1260.19,20.78,35.0464,60.6446,1
2.19e+22,1403.02,21.2766,40.7742,65.9418,1
2.21e+22,923.127,20.9397,38.9583,44.085,1
2.25e+22,716.852,19.1229,40.7385,37.4866,1
2.29e+22,515.273,15.838,39.9889,32.534,1
2.32e+22,315.319,12.9445,39.6721,24.3593,1
2.37e+22,384.541,16.0353,39.4427,23.9809,1
2.39e+22,245.607,15.1347,39.4364,16.2281,1
