Total Unsigned Flux (Mx),GWILL (Mm),Average Gradient across PIL (G),Effective Separation (pixels),PIL Length (Mm),Label
6.34e+22,5320.28,25.4722,27.7698,208.866,0
6.26e+22,5987.59,18.9929,26.8044,315.254,0
6.29e+22,5557.33,23.8191,27.8409,233.314,0
6.28e+22,5276.51,21.5292,28.3625,245.086,0
6.25e+22,5277.54,16.6498,29.4098,316.973,0
6.22e+22,5989.35,18.9204,28.1523,316.555,0
6.23e+22,6400.04,22.8693,29.0462,279.853,0
6.11e+22,4621.98,24.9749,28.8484,185.065,0
6.05e+22,4779.47,23.5837,28.8408,202.66,0
6.01e+22,5085.19,24.6459,28.1554,206.33,0
5.98e+22,5425.05,26.2196,28.1449,206.908,0
5.87e+22,4653.04,16.9729,28.4601,274.145,0
5.83e+22,4887.98,17.6787,29.2775,276.49,0
5.78e+22,3972.27,18.2088,31.0937,218.151,0
5.77e+22,4101.42,15.9268,30.6345,257.517,0
5.79e+22,3378.45,16.2299,30.8567,208.162,0
5.71e+22,3172.35,15.9385,32.2532,199.037,0
5.64e+22,2449.02,12.8809,30.8592,190.128,0
5.61e+22,2260.32,14.8083,30.6954,152.639,0
5.5e+22,2482.15,16.8769,30.1667,147.07399999999996,0
5.49e+22,2326.98,14.3356,29.9192,162.322,0
5.42e+22,2330.81,14.0328,31.4351,166.097,0
5.46e+22,3704.45,16.3557,32.1807,226.493,0
5.43e+22,2020.77,13.2387,30.8336,152.641,0
5.4e+22,2255.33,14.8284,29.4842,152.095,0
5.37e+22,2855.53,14.4395,30.4202,197.758,0
5.36e+22,3441.41,16.0102,32.4063,214.951,0
5.37e+22,6513.01,18.7213,32.6096,347.89300000000014,0
5.36e+22,6113.23,17.0714,32.7124,358.098,0
5.32e+22,5330.71,15.5955,33.8833,341.811,0
5.27e+22,3828.1,14.854000000000001,33.1825,257.715,0
5.26e+22,3183.36,15.4149,32.4237,206.512,0
5.21e+22,3232.46,14.1628,32.3604,228.236,0
5.2e+22,3252.05,16.8724,31.8659,192.74400000000003,0
5.18e+22,2936.55,14.8082,31.8863,198.306,0
5.23e+22,4160.75,14.9286,31.6311,278.71,0
5.18e+22,3165.69,16.9605,34.4575,186.651,0
5.18e+22,3541.82,18.9112,35.405,187.287,0
5.19e+22,5577.02,19.8698,34.7106,280.678,0
5.09e+22,5931.74,14.1539,32.6173,419.089,0
5.03e+22,4269.96,18.9346,34.4995,225.511,0
4.99e+22,3902.34,22.185,34.4478,175.9,0
5.01e+22,6355.43,20.1823,34.9244,314.901,0
3e+22,6749.69,29.5279,117.571,228.587,1
3e+22,6986.15,27.7585,122.347,251.676,1
3.01e+22,7495.87,25.6325,116.641,292.436,1
3.01e+22,7710.86,24.671999999999997,123.625,312.535,1
3.03e+22,4313.86,34.0124,124.447,126.832,1
3e+22,5660.76,27.3849,132.13,206.711,1
2.99e+22,4453.44,31.9527,127.892,139.376,1
3.03e+22,4013.35,29.4746,121.614,136.16299999999998,1
3.01e+22,5557.07,32.1021,120.78,173.106,1
3e+22,5858.09,25.7113,123.296,227.841,1
3.02e+22,3935.03,23.1876,124.132,169.704,1
2.98e+22,4111.92,21.6824,137.797,189.643,0
3.01e+22,4360.67,31.3226,138.517,139.218,0
2.96e+22,4384.87,34.455999999999996,144.442,127.26,0
2.93e+22,3387.94,38.3206,155.635,88.4105,0
2.91e+22,3819.21,42.5497,151.332,89.7587,0
2.88e+22,3179.48,38.7348,150.264,82.0832,0
2.87e+22,2901.97,48.953,151.827,59.2808,0
2.88e+22,3628.7,38.4708,157.119,94.3236,0
2.91e+22,3238.78,42.5507,154.423,76.1158,0
2.9e+22,3897.28,34.2113,153.80700000000004,113.918,0
2.9e+22,4263.18,28.1411,156.713,151.493,0
2.95e+22,4175.27,28.0295,142.006,148.96,0
3e+22,4812.03,31.4372,133.98,153.06799999999996,0
3.03e+22,5333.87,31.6736,129.47899999999998,168.40099999999995,0
3.06e+22,6153.67,33.8834,130.789,181.613,0
3.07e+22,5832.12,25.6035,119.906,227.786,0
3.08e+22,7448.18,27.6024,123.336,269.838,0
3.07e+22,6024.95,29.6254,121.351,203.371,0
3.11e+22,4891.27,35.9045,127.706,136.23,0
3.06e+22,3991.85,27.4792,129.411,145.268,0
3.07e+22,3191.82,27.0237,131.494,118.112,0
3.11e+22,2978.15,25.4634,128.454,116.958,0
3.14e+22,3162.35,25.0148,133.395,126.419,0
3.18e+22,4311.38,25.9709,139.31,166.00799999999995,0
3.15e+22,4045.45,29.1661,148.064,138.704,0
3.08e+22,5337.17,23.6795,153.524,225.392,0
3.11e+22,6095.54,21.6968,155.475,280.942,0
3.17e+22,5222.44,24.4691,170.68599999999995,213.43,0
3.17e+22,4795.14,28.1946,164.257,170.07299999999995,0
3.16e+22,5451.7,27.5212,167.707,198.091,0
3.17e+22,6649.76,27.3366,167.726,243.255,0
3.12e+22,6285.63,27.85,170.59099999999995,225.696,0
3.07e+22,4299.67,25.1491,173.97400000000005,170.967,0
3.09e+22,4405.36,22.1228,173.331,199.132,0
3.11e+22,4531.29,25.1751,172.863,179.991,0
3.17e+22,4428.4,28.6446,173.94799999999995,154.59799999999996,0
3.21e+22,4932.77,28.3141,160.357,174.21599999999995,0
3.21e+22,5128.64,30.5,165.317,168.15200000000004,0
3.17e+22,3507.35,27.5296,177.55200000000005,127.403,0
3.19e+22,3982.94,25.6146,184.966,155.495,0
3.22e+22,4674.06,28.7226,176.122,162.731,0
3.22e+22,4364.0,24.1583,175.72299999999996,180.642,0
3.27e+22,4786.46,20.1922,169.452,237.045,0
3.34e+22,5593.97,27.1763,162.667,205.84,0
3.38e+22,5303.79,21.3192,165.482,248.78,0
3.45e+22,7710.31,26.6425,159.95600000000005,289.399,0
3.44e+22,7430.21,23.7056,159.355,313.437,0
3.44e+22,4523.86,17.203,155.486,262.969,0
3.43e+22,5854.84,22.6621,157.046,258.35400000000004,0
3.47e+22,4928.91,21.127,153.433,233.299,0
3.56e+22,7257.52,19.3902,156.204,374.288,0
3.49e+22,7075.36,20.5331,154.339,344.583,0
3.52e+22,6622.32,21.5807,147.563,306.863,0
3.52e+22,6467.23,21.2144,149.56,304.851,0
3.52e+22,6219.0,23.3834,150.915,265.958,0
3.52e+22,8091.33,20.0913,144.30200000000005,402.728,0
3.53e+22,8136.79,20.656999999999996,143.072,393.9,0
3.68e+22,11543.2,23.8342,134.974,484.312,0
3.67e+22,8701.71,26.0323,134.922,334.266,0
3.73e+22,10531.9,26.2614,124.751,401.042,0
3.78e+22,9482.45,27.8045,120.245,341.04,0
3.75e+22,9333.32,28.2377,127.867,330.527,0
3.76e+22,9907.37,26.6041,120.877,372.4,0
3.66e+22,8736.83,22.6933,131.491,384.996,0
2.28e+22,3306.58,28.465,57.2946,116.163,1
2.26e+22,4181.8,21.9712,56.9826,190.331,1
2.25e+22,1503.9,45.9663,55.6864,32.7174,1
2.25e+22,2365.88,31.8929,54.26300000000001,74.182,1
2.26e+22,1691.28,34.8027,53.792,48.5961,1
2.19e+22,1304.83,34.2247,50.3378,38.1255,1
2.18e+22,1301.73,42.1197,51.313,30.9054,1
2.17e+22,1983.56,19.5198,50.2117,101.618,1
2.13e+22,1946.29,12.9999,45.9384,149.716,1
2.15e+22,1578.72,22.636,47.3405,69.7436,1
2.15e+22,802.097,9.573160000000001,48.1555,83.786,1
2.13e+22,824.797,6.37386,49.50899999999999,129.403,0
2.19e+22,1003.81,8.46965,46.1261,118.518,0
2.18e+22,1724.52,14.9357,48.2776,115.463,0
2.18e+22,1472.19,17.1533,48.8915,85.8255,0
2.17e+22,1050.28,10.8888,45.4432,96.4554,0
2.14e+22,480.597,6.13882,43.0502,78.2881,0
2.13e+22,511.185,7.28747,43.2589,70.1458,0
2.15e+22,549.186,9.54697,43.727,57.5246,0
2.14e+22,530.384,10.0525,44.6706,52.7614,0
2.13e+22,522.596,8.5268,42.5756,61.2886,0
2.11e+22,748.9580000000002,12.4559,40.6821,60.1288,0
2.08e+22,500.405,11.556,38.8975,43.3026,0
2.06e+22,434.657,11.9072,36.5507,36.5037,0
2.04e+22,680.633,12.3468,39.9509,55.1263,0
2.04e+22,1077.3,10.6523,40.0846,101.133,0
2.02e+22,1304.84,15.1313,38.6276,86.2342,0
2.02e+22,692.95,11.5186,39.2486,60.1592,0
2.02e+22,618.594,12.7675,39.5854,48.4507,0
2e+22,751.0189999999999,12.1737,40.9445,61.6919,0
1.95e+22,268.603,9.387039999999999,37.4705,28.6142,0
1.96e+22,453.973,9.90275,36.8875,45.8431,0
1.98e+22,369.841,7.46152,35.4828,49.5664,0
1.99e+22,775.933,15.3179,37.6476,50.6553,0
1.99e+22,1033.06,16.2061,38.6627,63.7453,0
2e+22,1206.35,18.1805,36.3722,66.3542,0
1.99e+22,1263.82,17.9202,35.473,70.5251,0
1.98e+22,1346.11,18.7394,35.6681,71.8331,0
1.95e+22,1153.41,13.7153,35.6647,84.0963,0
1.94e+22,1083.54,15.0611,35.6826,71.9429,0
1.94e+22,938.715,12.5792,36.8198,74.6244,0
1.94e+22,885.685,12.9412,36.0263,68.4392,0
1.94e+22,1109.72,15.995,38.773,69.3789,0
1.9e+22,536.578,9.82272,36.8503,54.6262,0
1.89e+22,612.1519999999998,8.91924,37.2735,68.6328,0
1.89e+22,838.467,11.2397,36.7835,74.5987,0
1.9e+22,772.0980000000002,11.5833,36.3419,66.6561,0
1.89e+22,1249.62,13.0894,34.4406,95.468,0
1.89e+22,527.212,11.0125,36.8379,47.874,0
1.84e+22,613.867,7.623360000000001,37.7319,80.5245,0
1.84e+22,302.4290000000001,8.026819999999999,36.9775,37.6773,0
1.84e+22,360.335,9.49655,37.1327,37.9438,0
1.85e+22,387.51,10.9012,36.1468,35.5475,0
1.83e+22,374.557,10.3717,36.9706,36.1134,0
1.83e+22,469.828,12.0899,38.3019,38.8612,0
1.83e+22,378.4380000000001,9.46813,37.0433,39.9697,0
1.83e+22,375.172,10.1441,36.4588,36.9843,0
1.86e+22,487.637,11.6153,37.2893,41.9823,0
1.88e+22,441.222,9.303469999999999,38.7499,47.4255,0
1.89e+22,459.11300000000006,12.6368,40.7265,36.3314,0
1.9e+22,1001.03,16.4979,39.3342,60.6765,0
1.95e+22,1175.37,12.655,38.341,92.8778,0
1.9e+22,646.799,11.0142,36.4809,58.7241,0
1.89e+22,702.317,14.6411,36.8852,47.9689,0
1.89e+22,874.65,13.6634,35.9479,64.0141,0
1.88e+22,817.762,15.9717,35.7267,51.2007,0
1.86e+22,813.3810000000002,15.8987,35.9002,51.1602,0
1.85e+22,897.316,16.5495,34.149,54.2201,0
1.87e+22,1308.62,17.3026,34.4114,75.6312,0
1.86e+22,1136.72,17.8716,35.8972,63.605,0
1.84e+22,2001.2,14.4394,35.5894,138.593,0
1.82e+22,2489.28,17.925,36.1889,138.872,0
1.8e+22,688.22,12.2248,37.7071,56.297,0
1.78e+22,1469.24,11.7885,37.4251,124.633,0
1.75e+22,527.61,12.921,38.0464,40.8335,0
1.75e+22,498.244,10.2923,37.988,48.4094,0
1.75e+22,360.0440000000001,8.25768,39.1223,43.6011,0
1.76e+22,494.582,15.8407,39.6174,31.2222,0
1.75e+22,1319.76,13.1298,38.6608,100.516,0
1.71e+22,673.305,15.9835,39.015,42.125,0
1.77e+22,489.182,15.4434,35.4795,31.6758,0
1.75e+22,784.403,16.1333,36.8371,48.6201,0
4.47e+21,743.137,28.0644,143.813,26.4797,0
5.19e+21,699.8539999999998,15.5286,119.371,45.0687,0
6.31e+21,1147.32,19.7724,103.881,58.0262,0
7.35e+21,1911.37,26.7736,81.2545,71.3901,0
8.64e+21,2311.28,26.7532,75.8761,86.3928,0
9.69e+21,2661.27,26.1823,71.2211,101.644,0
1.06e+22,2098.51,27.0485,61.9767,77.5833,0
1.16e+22,2167.73,22.6328,52.2166,95.7781,0
1.57e+22,3260.37,33.2551,42.9175,98.0413,0
1.67e+22,2701.25,37.4507,40.1815,72.1282,0
1.73e+22,4801.68,37.7339,40.4645,127.251,0
1.78e+22,3629.48,31.5813,42.8866,114.925,0
1.84e+22,3591.64,35.3442,44.7744,101.619,0
1.87e+22,4154.88,41.5023,39.7871,100.112,0
1.96e+22,6464.3,47.6462,34.5977,135.673,0
2.06e+22,5902.6,48.8715,35.7557,120.778,0
2.16e+22,7142.62,54.7751,34.7034,130.399,0
2.16e+22,6382.25,61.8447,34.5127,103.198,0
2.18e+22,7861.28,53.3333,37.4716,147.399,0
2.14e+22,6753.72,54.5874,35.08,123.723,0
2.14e+22,6925.25,62.4245,38.0942,110.938,0
2.1e+22,3625.41,71.27199999999999,38.8513,50.8672,0
2.06e+22,4262.1,34.5084,38.8998,123.509,0
2.05e+22,2979.89,36.3564,42.1968,81.9634,0
2.11e+22,3866.79,38.9856,51.3544,99.1852,0
2.13e+22,4676.7,39.7024,49.1119,117.794,0
2.16e+22,4830.13,30.7106,50.4266,157.279,0
2.2e+22,5942.23,37.8773,50.1831,156.881,0
2.04e+22,5412.51,47.5466,52.4803,113.836,0
2.09e+22,3853.42,41.9733,47.1702,91.8064,0
2.15e+22,5299.71,36.2398,44.355,146.24,0
2.31e+22,5376.59,53.8139,41.9161,99.9108,0
2.45e+22,6715.63,49.1793,44.0318,136.554,0
2.57e+22,7630.63,47.4474,45.0385,160.82299999999995,0
2.62e+22,9178.19,47.8704,43.2781,191.73,0
2.72e+22,7276.79,51.1298,42.5044,142.32,0
2.77e+22,5762.45,31.9969,41.9285,180.09400000000005,0
2.83e+22,5514.6,43.8077,40.0869,125.882,0
2.89e+22,8091.65,45.8279,39.2392,176.56599999999997,0
2.92e+22,6409.5,34.8507,39.0912,183.913,0
2.98e+22,6352.3,33.3519,38.7381,190.463,0
3e+22,6261.79,39.2254,38.6307,159.636,0
3.03e+22,5771.94,33.1374,38.4099,174.18200000000004,0
3.08e+22,5951.79,32.4982,38.0788,183.142,0
3.04e+22,3866.97,33.8881,36.5461,114.11,0
3.1e+22,4544.83,23.2863,36.0015,195.172,0
3.19e+22,4381.57,24.3249,37.3475,180.127,0
3.27e+22,4646.39,27.2594,35.9109,170.451,0
3.38e+22,4206.53,21.9574,34.2344,191.577,0
3.42e+22,3921.41,20.6975,35.7049,189.463,0
3.48e+22,5636.74,26.3895,35.4379,213.598,0
3.58e+22,5414.75,27.3994,34.5535,197.623,0
3.61e+22,5426.85,22.693,34.4217,239.142,0
3.64e+22,4369.58,24.584,34.0067,177.741,0
3.7e+22,3815.37,19.9651,31.4471,191.102,0
3.75e+22,5039.65,16.7825,33.9695,300.2920000000001,0
3.8e+22,3750.08,20.2697,34.9488,185.009,0
3.82e+22,3442.13,17.137999999999998,32.9392,200.848,0
3.85e+22,3913.31,21.6058,31.7578,181.123,0
3.84e+22,2768.05,15.4612,30.0992,179.032,0
3.88e+22,2637.93,15.2179,29.6297,173.34400000000005,0
3.88e+22,2761.73,12.9537,30.1827,213.2,0
3.89e+22,3449.42,17.8476,29.8353,193.271,0
3.89e+22,3903.39,17.8843,32.975,218.258,0
3.9e+22,2948.93,15.3926,32.1737,191.581,0
3.93e+22,2578.66,17.1359,31.7417,150.483,0
3.94e+22,6123.6,21.468000000000004,30.0832,285.243,0
3.94e+22,3575.19,17.1645,29.1661,208.29,0
3.93e+22,3869.19,15.1252,29.4747,255.811,0
3.88e+22,3287.61,17.6938,28.9102,185.806,0
3.86e+22,2719.13,16.5154,30.8178,164.642,0
3.83e+22,2774.45,16.8289,30.8998,164.862,0
3.79e+22,2134.48,14.6074,31.1023,146.123,0
3.73e+22,1652.88,16.2615,32.6476,101.644,0
3.7e+22,1408.81,14.0163,33.1127,100.512,0
3.67e+22,1289.94,12.2753,33.7758,105.084,0
3.68e+22,1305.94,12.1416,35.2743,107.559,0
3.69e+22,2365.25,15.3317,35.9118,154.27200000000005,0
3.65e+22,2008.02,14.2767,34.8449,140.65,0
3.62e+22,1794.86,13.0525,37.345,137.511,0
3.59e+22,2668.2,16.5832,36.3865,160.898,0
3.53e+22,2615.99,15.8079,36.5785,165.486,0
3.52e+22,3419.49,14.4667,35.2663,236.37,0
3.51e+22,2638.06,15.9288,35.8277,165.616,0
3.52e+22,2868.67,18.6235,35.8493,154.035,0
3.52e+22,3074.4,20.5094,35.2938,149.90200000000004,0
3.51e+22,2879.59,18.4071,36.6588,156.439,0
3.5e+22,3695.59,20.0531,36.6216,184.29,0
3.48e+22,3936.08,19.9373,36.3135,197.423,0
3.46e+22,3611.06,23.3901,36.0551,154.384,0
3.42e+22,2700.14,20.3743,35.9742,132.52700000000002,0
3.44e+22,3209.53,19.65,33.7464,163.335,0
3.47e+22,5196.58,18.1901,34.9217,285.682,0
3.45e+22,4419.55,23.048000000000002,35.0398,191.754,0
3.42e+22,2839.89,18.8458,34.6524,150.691,0
3.44e+22,2739.48,19.6387,36.1472,139.494,0
3.43e+22,4459.45,22.4688,38.2258,198.473,0
3.45e+22,3904.87,22.493000000000002,35.8644,173.604,0
2.29e+22,3246.4,34.5723,32.2097,93.9017,0
2.25e+22,3383.29,36.4354,31.7509,92.8572,0
2.2e+22,2929.7,30.4302,32.4235,96.2762,0
2.15e+22,3021.44,27.7701,33.4739,108.802,0
2.19e+22,3273.46,35.2141,32.6468,92.9589,0
2.18e+22,2869.84,35.1865,33.1785,81.5608,0
2.16e+22,3185.25,35.2914,32.8598,90.2558,0
2.16e+22,2692.03,34.7525,32.8556,77.46300000000002,0
2.13e+22,2581.91,26.4737,32.697,97.5275,0
2.15e+22,2663.13,29.4298,30.1665,90.4909,0
2.13e+22,3295.28,27.2951,30.4015,120.728,0
2.13e+22,2706.35,27.7624,31.1357,97.4825,0
2.11e+22,3336.42,25.4969,31.3792,130.856,0
2.11e+22,3074.18,23.296999999999997,30.12,131.95600000000002,0
2.11e+22,3296.53,23.9591,30.2236,137.59,0
2.12e+22,2748.5,29.6209,31.7742,92.7891,0
2.12e+22,2226.61,24.8189,28.9243,89.7142,0
2.14e+22,2470.34,23.7938,30.2539,103.823,0
2.13e+22,2435.3,19.5586,29.6238,124.513,0
2.11e+22,2444.17,17.0014,28.0448,143.763,0
2.1e+22,2461.48,19.4827,30.5205,126.342,0
2.1e+22,2835.95,19.3894,30.4873,146.263,0
2.12e+22,2685.39,17.7537,29.3009,151.25799999999995,0
2.1e+22,3184.8,20.5069,30.4837,155.304,0
2.09e+22,1481.55,19.6372,29.1579,75.4462,0
2.1e+22,3017.73,18.1995,29.7237,165.81400000000005,0
2.06e+22,2444.48,17.4522,29.5605,140.067,0
2.08e+22,3066.02,18.0768,31.6756,169.611,0
2.09e+22,2727.2,17.9486,29.0605,151.945,0
2.08e+22,2878.13,15.0869,30.0414,190.77,0
2.09e+22,2658.5,16.3415,31.0842,162.684,0
2.07e+22,2471.85,16.9232,33.1356,146.063,0
2.09e+22,2532.07,15.239,32.6743,166.157,0
2.09e+22,1912.89,16.844,32.7132,113.565,0
2.06e+22,2536.33,19.4084,32.7185,130.68200000000002,0
2.04e+22,2274.04,15.6387,31.5623,145.411,0
2.02e+22,1758.67,14.1837,31.8808,123.992,0
2.01e+22,1819.83,15.0783,31.3506,120.692,0
2.02e+22,2495.41,16.3996,32.8366,152.16299999999995,0
2.01e+22,2337.89,19.6387,31.9588,119.045,0
1.99e+22,2423.77,18.826,30.497,128.746,0
2.02e+22,2100.85,14.0702,32.8484,149.312,0
2.01e+22,2101.28,17.414,33.0217,120.666,0
2.05e+22,2200.73,20.4329,30.8159,107.705,0
2.07e+22,2124.39,23.4181,32.5351,90.7158,0
2.06e+22,2759.98,18.8409,34.412,146.489,0
2.06e+22,2995.02,19.8638,32.5385,150.778,0
2.07e+22,2778.02,19.3469,32.8072,143.59,0
2.03e+22,2899.56,24.9984,32.9037,115.99,0
1.98e+22,2900.31,24.7907,33.6827,116.992,0
1.95e+22,3371.27,24.2497,35.5949,139.023,0
1.94e+22,3075.32,27.7411,35.429,110.858,0
1.93e+22,3265.98,25.8064,34.4057,126.557,0
1.93e+22,4096.54,21.3385,35.7572,191.979,0
1.9e+22,3233.81,17.2456,34.8124,187.515,0
1.87e+22,1605.76,17.5543,34.4579,91.4738,0
1.84e+22,1970.07,17.7311,35.3401,111.108,0
1.81e+22,2569.5,16.3708,36.1495,156.95600000000005,0
1.78e+22,2323.18,19.0667,35.2257,121.845,0
1.71e+22,2173.16,16.1908,33.423,134.222,0
1.66e+22,1812.28,17.2201,35.1132,105.242,0
1.63e+22,1547.42,16.1351,33.6869,95.9041,0
1.61e+22,1546.7,14.1663,33.4094,109.182,0
1.59e+22,1101.91,21.3734,33.2517,51.5553,0
1.56e+22,1957.48,16.8011,33.9865,116.509,0
1.58e+22,1256.18,21.2485,34.3143,59.1185,0
1.56e+22,2190.1,17.7464,35.465,123.411,0
1.59e+22,1811.22,23.291,36.0034,77.7647,0
1.58e+22,1627.18,20.8375,35.8306,78.0891,0
1.58e+22,1391.45,21.2443,34.3864,65.4975,0
1.54e+22,1430.78,20.5831,35.4002,69.5126,0
1.54e+22,1795.55,24.5025,35.6166,73.2802,0
1.54e+22,1491.08,29.1804,36.1887,51.0987,0
1.54e+22,1400.79,30.2545,36.9956,46.3003,0
1.3e+23,23602.3,28.3666,20.0016,832.047,1
1.31e+23,21766.1,29.7908,20.9158,730.63,1
1.32e+23,22711.4,31.5363,20.6992,720.168,1
1.31e+23,20627.1,31.4607,20.55,655.6469999999998,1
1.32e+23,29232.9,30.995,20.8629,943.15,1
1.31e+23,21282.8,23.6608,20.6765,899.4960000000003,1
1.31e+23,18986.9,31.4506,21.8357,603.705,1
1.3e+23,22189.5,27.2133,22.0107,815.39,1
1.3e+23,17646.1,25.6958,21.4545,686.732,1
1.3e+23,20215.7,28.9141,21.587,699.164,1
1.31e+23,20393.6,30.0804,21.2779,677.97,1
1.32e+23,25326.8,31.7052,22.4259,798.821,1
1.33e+23,25290.8,29.5531,20.6524,855.775,1
1.33e+23,20166.3,30.5874,21.0292,659.301,1
1.35e+23,26416.8,36.2632,21.4396,728.4739999999997,1
1.36e+23,27853.6,36.9501,20.7043,753.817,1
1.36e+23,29359.0,32.1316,20.9503,913.712,1
1.36e+23,26676.5,27.4043,21.6972,973.441,1
1.23e+22,696.165,14.3384,20.8906,48.5525,1
1.22e+22,860.059,21.5443,19.7659,39.9205,1
1.23e+22,976.177,18.6995,19.0753,52.2034,1
1.22e+22,729.4110000000002,8.553139999999999,18.0021,85.2799,1
1.24e+22,469.736,8.538739999999999,19.1191,55.0123,1
1.26e+22,878.39,8.83077,19.0111,99.4692,1
1.28e+22,955.317,10.2174,21.7386,93.499,1
1.27e+22,681.92,9.35404,20.2934,72.9011,1
1.26e+22,347.936,6.3034,20.5059,55.1982,1
1.26e+22,550.743,8.93118,18.772,61.6652,1
1.26e+22,640.865,8.59207,18.9413,74.58800000000002,1
1.28e+22,490.925,8.506160000000001,18.8496,57.7141,1
1.28e+22,476.575,8.39448,19.6944,56.7724,1
1.25e+22,347.9240000000001,5.23567,19.2635,66.4526,1
1.25e+22,481.376,8.47954,18.1193,56.7691,1
1.26e+22,156.232,14.065999999999999,18.0235,11.1071,1
1.26e+22,248.855,9.54893,17.524,26.061,1
1.25e+22,265.244,22.549,18.0287,11.763,1
1.23e+22,190.592,18.9734,19.0136,10.0452,1
1.25e+22,225.574,20.0887,18.1989,11.2289,1
1.24e+22,175.199,15.0411,19.7244,11.648,1
1.23e+22,257.753,20.4311,18.858,12.6157,1
1.23e+22,415.289,11.4454,16.9695,36.2844,1
1.23e+22,155.85399999999996,13.5699,17.3904,11.4853,1
1.24e+22,201.511,15.2749,18.0221,13.1923,1
1.23e+22,235.917,17.0492,17.2799,13.8374,1
1.23e+22,279.127,22.1077,16.4627,12.6258,1
1.23e+22,234.101,16.8708,17.0936,13.8761,1
1.22e+22,227.77,17.8835,17.2873,12.7363,1
1.22e+22,177.72400000000005,16.2123,16.8478,10.9623,1
1.22e+22,1346.79,4.22139,16.7867,319.039,1
1.23e+22,219.249,13.4017,17.4883,16.3598,1
1.24e+22,317.8590000000001,13.1865,18.1357,24.1049,1
1.25e+22,185.651,19.7499,17.5703,11.7405,1
1.26e+22,284.32,15.8129,17.9834,24.8786,1
1.23e+22,654.135,11.4283,16.5612,54.8555,1
1.24e+22,185.868,11.9247,16.1568,7.265339999999999,0
1.26e+22,513.136,25.5829,16.8365,15.3743,0
1.27e+22,116.265,33.3762,16.6609,8.34948,1
1.27e+22,3683.05,13.9248,16.5382,69.4292,1
1.28e+22,124.102,53.0475,17.6137,7.5686300000000015,1
1.29e+22,561.328,16.3969,16.9242,35.8786,1
1.28e+22,677.574,15.6452,16.947,36.8411,1
1.28e+22,614.9490000000002,18.3918,16.3095,30.6091,1
1.28e+22,504.504,20.0904,15.9116,32.581,1
1.28e+22,625.803,15.4846,16.9791,33.2996,1
1.28e+22,912.371,18.7931,15.5717,46.7914,1
1.3e+22,1433.41,19.4987,16.1744,64.5694,1
1.31e+22,1354.58,22.1995,16.1541,52.5374,1
1.31e+22,1188.26,25.7832,15.3605,56.8737,1
1.3e+22,1305.48,20.8929,16.3957,41.4241,1
1.3e+22,1561.17,31.5149,16.604,35.6508,1
1.33e+22,681.27,43.7905,16.7367,30.9085,1
1.36e+22,1072.31,22.0415,17.0163,49.1635,1
1.37e+22,2065.82,21.8112,17.7566,58.8716,1
1.4e+22,1483.42,35.0903,18.0422,51.5892,1
1.43e+22,3339.96,28.7544,18.3059,67.2775,1
1.44e+22,677.069,49.6446,18.522,36.4627,1
1.48e+22,5583.28,18.5688,18.8028,132.864,1
1.49e+22,1243.74,42.0225,17.7863,37.3913,1
1.52e+22,2462.52,33.2627,19.7903,75.8771,1
9.76e+22,13826.7,38.692,25.6288,357.35400000000016,1
9.74e+22,14382.2,39.2843,24.84800000000001,366.106,1
9.7e+22,13572.5,44.1764,25.3604,307.2340000000001,1
9.72e+22,10822.2,39.0177,25.0059,277.367,1
9.65e+22,12510.7,34.27,24.3558,365.06300000000016,1
9.61e+22,11379.7,38.4615,24.66800000000001,295.872,1
9.65e+22,19842.6,31.303,25.403,633.889,1
9.58e+22,14515.6,35.9272,25.5246,404.029,1
9.53e+22,14525.8,34.6376,24.5244,419.364,1
9.71e+22,15907.8,32.6323,23.6493,487.487,1
9.71e+22,17231.7,34.383,24.6842,501.169,1
9.72e+22,13572.9,37.056,25.1333,366.28,1
9.79e+22,16472.9,36.8712,24.6007,446.769,1
9.78e+22,17444.2,34.5822,24.7733,504.427,1
9.71e+22,10161.5,38.0761,23.179,266.874,1
9.8e+22,12528.6,40.3408,23.3241,310.568,1
9.86e+22,13223.6,41.516000000000005,22.6073,318.519,1
1e+23,17323.0,39.6521,22.4984,436.874,1
1.01e+23,17230.3,35.1413,22.0392,490.314,1
1.01e+23,18803.1,34.2329,22.1601,549.269,1
1.03e+23,17894.6,32.5417,21.8872,549.898,1
1.04e+23,22859.9,33.0556,21.9629,691.558,1
1.06e+23,19155.5,30.9585,21.7054,618.748,1
1.07e+23,20168.5,31.4454,21.1919,641.383,1
1.08e+23,24617.3,28.3801,21.3471,867.413,1
1.08e+23,19519.5,28.6005,21.2306,682.4889999999998,1
1.09e+23,20926.8,31.5777,21.2123,662.707,1
1.1e+23,19677.3,32.034,20.7989,614.263,1
1.1e+23,21272.2,33.1701,20.6341,641.305,1
1.11e+23,23159.3,35.1063,20.6108,659.692,1
1.1e+23,19799.4,34.4302,20.5773,575.06,1
1.11e+23,18589.4,40.2398,20.3765,461.966,1
1.12e+23,25431.0,36.9381,21.554,688.477,1
1.11e+23,22507.7,34.6516,20.6003,649.543,1
1.12e+23,21261.2,35.3496,20.4023,601.456,1
1.12e+23,24841.4,37.1221,20.3975,669.182,1
1.13e+23,21512.1,34.3195,20.4427,626.819,1
1.12e+23,25621.9,32.9795,20.397,776.904,1
