Total Unsigned Flux (Mx),GWILL (Mm),Average Gradient across PIL (G),Effective Separation (pixels),PIL Length (Mm),Label
8.85e+21,391.766,13.5548,78.2136,28.9024,0
8.75e+21,327.9530000000001,12.0916,81.2225,27.1224,0
8.68e+21,197.906,9.79549,76.28399999999998,20.2038,0
8.65e+21,421.11800000000005,11.8381,75.1505,35.5731,0
8.56e+21,417.175,11.0502,70.8027,37.7527,0
8.3e+21,238.345,9.34857,66.4287,25.4953,0
8.64e+22,9788.48,30.6388,31.5537,319.48,0
8.66e+22,8793.54,30.5607,30.1709,287.74,0
8.55e+22,10571.6,39.6872,27.3773,266.374,0
8.65e+22,9019.6,40.7242,26.9473,221.48,0
8.7e+22,9610.32,40.754,27.6008,235.813,0
8.69e+22,8426.42,42.7544,27.3363,197.08900000000003,0
8.69e+22,5814.75,40.7461,27.2661,142.707,0
8.82e+22,8210.28,38.2614,27.3642,214.584,0
8.83e+22,7610.81,36.3755,28.3221,209.229,0
8.77e+22,7654.82,33.1323,26.7123,231.038,0
8.81e+22,8275.06,38.5272,26.9904,214.785,0
8.85e+22,6045.94,35.588,28.2076,169.887,0
8.99e+22,8238.26,34.8466,27.5758,236.415,0
9.14e+22,9978.46,41.0049,28.9668,243.348,0
9.2e+22,9918.0,32.4542,26.9282,305.6,0
9.2e+22,8070.93,41.4474,27.174,194.727,0
9.19e+22,4854.9,27.261999999999997,26.0548,178.083,0
9.29e+22,7265.49,31.3825,26.5806,231.514,0
9.19e+22,4687.0,23.0522,26.5849,203.321,0
9.26e+22,7723.8,34.476,26.1036,224.034,0
9.33e+22,7480.53,22.839000000000002,26.7547,327.533,0
9.43e+22,7522.15,30.9097,26.9808,243.359,0
9.46e+22,7401.83,33.4401,28.5187,221.346,0
9.53e+22,9949.01,33.3347,29.2765,298.458,0
9.44e+22,10220.9,29.6741,27.5886,344.439,0
9.38e+22,8755.5,33.6807,28.6224,259.956,0
9.34e+22,8852.96,28.0933,29.9253,315.127,0
9.3e+22,7565.67,43.7641,28.5526,172.87400000000005,0
9.25e+22,8593.22,40.0994,28.5984,214.298,0
9.16e+22,6629.35,38.2642,28.4832,173.252,0
9.19e+22,6123.15,28.3696,30.2087,215.835,0
9.15e+22,6879.64,25.7056,31.5789,267.632,0
9.12e+22,7566.37,26.587,32.7109,284.589,0
9.07e+22,6806.94,37.3897,33.5879,182.054,0
9.07e+22,9341.1,32.6059,34.2798,286.485,0
9.04e+22,6958.35,23.6615,34.7032,294.079,0
8.93e+22,7022.04,37.951,36.056,185.029,0
8.84e+22,6223.63,26.7699,37.1327,232.486,0
8.78e+22,6102.49,23.8672,37.1287,255.685,0
8.71e+22,6161.15,23.2881,37.8545,264.562,0
8.68e+22,4778.58,24.5841,38.8468,194.377,0
8.62e+22,5775.77,25.239,40.1247,228.843,0
8.58e+22,4590.92,19.9858,40.4618,229.709,0
8.57e+22,4175.01,24.0226,40.2913,173.795,0
8.48e+22,4985.5,25.7702,40.6577,193.46,0
8.42e+22,4777.5,22.2637,40.09,214.587,0
8.41e+22,3759.24,19.8005,40.9966,189.856,0
8.34e+22,3443.17,24.8748,41.6983,138.42,0
8.36e+22,5212.22,28.4474,41.6728,183.223,0
8.24e+22,4875.15,29.0454,40.4628,167.84599999999998,0
8.2e+22,5111.19,20.305,40.7465,251.721,0
8.18e+22,6062.15,23.7387,40.429,255.37,0
8.18e+22,6618.15,32.1957,41.0318,205.56,0
8.08e+22,4862.06,35.5796,41.0276,136.653,0
8.06e+22,5193.34,33.4752,43.8722,155.14,0
8.04e+22,5874.56,35.3225,43.8853,166.312,0
8.01e+22,7108.7,34.2955,44.0848,207.278,0
7.98e+22,7041.57,33.2628,44.7408,211.695,0
7.94e+22,6774.37,38.5949,46.661,175.525,0
7.88e+22,5795.19,31.2502,45.3671,185.445,0
7.87e+22,6460.82,26.3437,46.603,245.251,0
5.57e+21,1644.51,31.0208,56.37600000000001,53.01300000000001,0
5.98e+21,1007.79,28.7582,51.0737,35.0434,0
6.53e+21,656.895,23.3414,52.9679,28.1429,0
7.19e+21,1447.41,26.8704,46.7121,53.8664,0
7.44e+21,1225.74,21.9847,46.1812,55.7544,0
7.6e+21,1471.57,19.1318,45.062,76.9174,0
8.18e+21,1146.66,21.3079,41.632,53.8138,0
9.04e+21,1708.9,23.4546,38.0765,72.86,0
9.61e+21,1492.13,17.602,38.1909,84.7707,0
1.07e+22,2023.08,23.6338,37.7224,85.6011,0
1.13e+22,2109.27,26.1535,37.1962,80.6497,0
1.15e+22,1394.91,30.5328,37.5221,45.6856,0
1.19e+22,1938.02,31.5085,37.7994,61.5079,0
1.22e+22,512.135,22.7458,38.4219,22.5156,0
1.28e+22,409.712,32.025999999999996,35.3008,12.7931,0
1.34e+22,1733.82,20.1266,35.8928,86.1456,0
1.4e+22,2577.38,30.4341,35.43199999999999,84.6873,0
1.45e+22,2447.63,30.2458,35.4866,80.9246,0
1.48e+22,3810.11,32.925,33.9793,115.721,0
1.52e+22,2454.07,39.4097,36.2826,62.2707,0
1.52e+22,772.9889999999998,24.6736,34.9089,31.3286,0
1.56e+22,2518.96,37.0794,35.0609,67.9341,0
1.6e+22,1881.05,31.3524,32.4836,59.9971,0
1.61e+22,2251.47,25.5401,32.7813,88.1545,0
1.62e+22,1976.66,23.9504,32.3007,82.5312,0
1.61e+22,1281.9,17.0149,29.9243,75.34,0
1.63e+22,1299.08,14.0501,33.7216,92.4608,0
1.67e+22,2165.22,18.9639,31.9071,114.176,0
1.73e+22,3583.21,25.6981,34.5331,139.435,0
1.74e+22,3355.32,28.3142,34.3189,118.503,0
1.74e+22,3126.98,29.5861,32.5616,105.691,0
1.78e+22,3668.61,37.3143,34.8159,98.3166,0
1.78e+22,1345.85,20.7572,34.539,64.8378,0
1.77e+22,2788.22,30.5708,33.7212,91.2053,0
1.79e+22,2725.93,30.025,34.8853,90.7886,0
1.82e+22,2256.49,29.8632,34.3534,75.5609,0
1.83e+22,2183.33,31.6638,36.8062,68.9535,0
1.8e+22,2363.99,25.4163,37.9695,93.0109,0
3.35e+22,8793.73,35.2931,35.3809,249.163,0
3.36e+22,8483.38,41.5225,34.6967,204.308,0
3.4e+22,10525.3,35.2272,35.5241,298.783,0
3.42e+22,7143.79,31.6916,34.5971,225.416,0
3.43e+22,7346.68,31.3848,35.8249,234.084,0
3.42e+22,7190.71,37.5341,34.97,191.578,0
3.42e+22,9231.79,33.5555,35.3039,275.12,0
3.44e+22,9254.53,32.8204,36.8118,281.975,0
3.33e+22,4815.26,27.5397,38.1053,174.84799999999996,0
3.33e+22,2354.26,22.756999999999998,36.9468,103.452,0
3.35e+22,4186.99,30.5428,40.278,137.086,0
3.39e+22,3037.87,31.468000000000004,41.6375,96.5383,0
3.34e+22,2367.34,27.1899,37.1032,87.0668,0
3.32e+22,2203.36,23.9704,38.3809,91.92,0
3.33e+22,2709.07,30.6784,36.4479,88.3054,0
3.3e+22,3737.09,27.0745,34.9612,138.03,0
3.31e+22,2808.59,28.7941,36.9981,97.5404,0
3.36e+22,3387.1,28.0552,37.6549,120.73,0
3.36e+22,3832.24,24.6897,35.6773,155.216,0
3.31e+22,3339.45,24.5461,39.1639,136.048,0
3.41e+22,2648.13,20.7079,42.6631,127.88,0
3.44e+22,4002.45,25.153000000000002,41.6404,159.124,0
3.43e+22,4009.87,25.418000000000003,40.82,157.757,0
3.43e+22,3685.49,23.7426,40.1104,155.227,0
3.47e+22,3421.26,22.0442,42.1677,155.2,0
3.51e+22,3881.89,25.7488,42.4017,150.76,0
3.8e+22,2399.57,18.5963,37.4014,129.035,0
4.26e+22,4557.58,21.3575,32.5463,213.395,0
4.34e+22,5346.58,25.4357,32.5389,210.2,0
4.42e+22,5403.51,22.7231,30.1637,237.798,1
4.41e+22,6474.83,25.3103,30.535,255.818,1
4.47e+22,7004.98,26.6359,31.3041,262.99,1
4.49e+22,6401.0,23.9851,30.3876,266.874,1
4.48e+22,5693.2,20.1087,31.0926,283.121,1
4.49e+22,5138.92,22.2087,33.9091,231.392,1
4.47e+22,5535.88,21.7321,33.1659,254.733,1
4.44e+22,4524.53,22.1111,32.4159,204.627,1
4.41e+22,3551.51,16.692,33.4312,212.767,1
4.37e+22,3232.52,17.0147,34.2926,189.984,1
4.36e+22,5701.39,27.2399,35.2924,209.303,1
3.71e+22,5213.38,37.2055,45.7668,140.124,0
4.03e+22,6264.48,55.3747,39.3615,113.129,0
4.1e+22,4441.33,50.516999999999996,41.52,87.9175,0
4.08e+22,4608.89,44.42,42.3134,103.757,0
4.05e+22,4345.7,42.1144,42.5651,103.188,1
4.06e+22,4051.06,37.1763,41.188,108.969,1
4.23e+22,4976.84,42.2787,40.93,117.715,1
4.27e+22,4965.72,38.1855,39.0277,130.042,1
4.3e+22,3657.36,35.8449,39.8218,102.033,1
4.33e+22,3583.96,35.8335,38.8023,100.017,1
4.35e+22,3709.91,42.1436,40.7784,88.0301,1
4.39e+22,3852.68,43.95399999999999,38.8784,87.6526,1
4.51e+22,3405.87,41.1973,38.0624,82.6721,1
4.55e+22,4551.79,47.2368,37.4827,96.3611,1
4.54e+22,3882.6,45.8532,38.2323,84.6746,1
4.59e+22,4941.12,40.4668,34.8567,122.103,1
4.6e+22,5177.21,33.3055,34.7196,155.446,1
4.51e+22,4285.16,38.7079,36.3119,110.705,1
4.54e+22,3642.81,34.7543,35.909,104.816,1
4.57e+22,4744.0,46.852,36.2484,101.255,1
4.56e+22,2780.97,37.8769,35.7532,73.4213,1
4.67e+22,4040.65,43.4948,33.7401,92.8997,1
4.72e+22,4214.94,44.4588,34.1879,94.8055,0
4.78e+22,3855.98,39.7084,35.31800000000001,97.1074,0
4.77e+22,5892.77,36.7112,35.4463,160.517,0
4.79e+22,5998.72,40.0772,34.4814,149.679,0
4.76e+22,4514.58,31.4034,35.2457,143.761,0
4.73e+22,4036.68,36.2265,37.6793,111.429,0
4.67e+22,4501.19,37.5428,40.4035,119.895,0
4.65e+22,4597.32,30.0923,39.9082,152.774,0
4.65e+22,5017.23,30.1259,38.8939,166.542,0
4.68e+22,4797.02,31.8428,40.4237,150.64700000000005,0
4.66e+22,4606.05,34.8777,40.7929,132.063,0
4.65e+22,1806.83,20.8097,38.5737,86.8263,0
4.61e+22,2941.29,21.0605,39.1078,139.659,0
4.54e+22,1759.24,27.9184,41.3606,63.0135,0
6.94e+22,12602.7,46.0453,44.7076,273.703,0
6.92e+22,12254.6,43.6996,45.2723,280.428,0
6.9e+22,11545.8,42.5037,46.3174,271.643,0
6.86e+22,10031.7,42.9857,43.3748,233.373,0
6.87e+22,10796.0,45.6399,41.6495,236.548,0
6.94e+22,10906.2,48.4534,42.9707,225.086,0
6.94e+22,10938.6,44.5991,40.7912,245.266,0
6.93e+22,12266.9,47.7129,41.249,257.098,0
6.99e+22,13253.8,43.1442,42.514,307.197,0
6.99e+22,12736.7,43.0322,42.1045,295.981,0
7.03e+22,10864.4,38.7438,40.6952,280.41700000000003,0
6.94e+22,12335.4,41.0262,42.1785,300.672,0
6.97e+22,11420.8,38.5816,38.8044,296.017,0
6.96e+22,13011.4,38.9107,38.6498,334.391,0
7.11e+22,15562.7,42.5549,31.3058,365.709,0
7.05e+22,16015.4,38.8295,30.9648,412.454,0
6.97e+22,13428.4,41.3523,29.9814,324.731,0
6.7e+22,10959.0,39.5839,30.0735,276.855,0
6.78e+22,20845.7,40.7995,42.108,510.931,0
6.53e+22,8801.49,32.1793,30.317,273.514,0
6.45e+22,8646.32,30.4817,31.0165,283.656,0
6.43e+22,7905.66,30.4361,30.9883,259.746,0
6.24e+22,9000.15,26.6739,31.9382,337.414,0
6.01e+22,6845.22,24.182,32.7605,283.071,0
5.99e+22,3931.72,19.5913,33.1695,200.687,0
5.75e+22,4906.72,25.6559,33.4337,191.251,0
5.15e+22,8194.1,26.185,43.5524,312.931,0
5.05e+22,7147.61,30.4502,43.6801,234.731,0
4.99e+22,7247.37,29.8392,44.0303,242.881,0
1.3e+22,1964.75,18.0988,43.5905,108.557,0
1.25e+22,1346.95,17.4443,44.089,77.2146,0
1.23e+22,820.936,14.1855,42.2766,57.8715,0
1.21e+22,972.678,14.6253,41.75899999999999,66.5065,0
1.19e+22,889.084,14.7787,42.6545,60.1598,0
1.19e+22,800.436,14.0202,45.0147,57.0916,0
9.97e+21,442.017,17.8926,51.5577,24.7039,0
9.81e+21,488.441,16.5547,58.8557,29.5047,0
9.69e+21,678.5319999999998,17.9804,61.0539,37.7373,0
8.9e+21,437.138,21.8616,62.021,19.9957,0
9.75e+21,782.4760000000001,22.1046,86.8574,35.3988,0
9.03e+21,487.30800000000005,12.8851,68.3983,37.8195,0
8.46e+21,446.251,13.7713,64.917,32.4044,0
8.38e+21,371.607,12.8001,70.1034,29.0316,0
9.65e+21,417.949,9.42125,58.4032,44.3624,0
8.58e+21,599.185,15.3038,62.7195,39.1527,0
8.56e+21,749.329,16.9931,63.8822,44.0961,0
8.07e+21,436.244,11.6622,62.1079,37.4067,0
7.05e+21,156.359,5.52243,65.7172,28.3135,0
7.17e+21,233.144,5.85766,58.0946,39.8015,0
7.26e+21,319.907,5.8457099999999995,56.893,54.7251,0
7.15e+21,762.077,6.87675,58.2109,70.4264,0
6.88e+21,140.626,10.8209,55.7032,23.4377,1
4.34e+22,2805.79,34.8543,34.9581,80.5004,0
4.34e+22,3286.68,25.1162,34.9337,130.859,0
4.36e+22,1478.87,24.7898,29.6635,59.6563,0
4.38e+22,3333.14,23.4044,30.6301,142.415,0
4.38e+22,3510.16,23.2029,32.5736,151.281,0
4.4e+22,2111.45,20.1883,32.622,104.588,0
4.33e+22,2186.68,18.8531,31.4338,115.985,0
4.28e+22,2392.99,23.0093,34.8231,104.001,1
4.28e+22,1840.9,17.8501,34.5987,103.131,1
4.34e+22,2063.41,21.9011,33.6003,94.215,1
4.35e+22,1827.44,20.6743,32.5837,88.3921,1
4.34e+22,1979.0,21.4088,33.2098,92.4385,1
4.36e+22,2359.18,25.6864,31.7007,91.8453,1
4.36e+22,2610.07,28.1413,31.0241,92.7488,1
4.34e+22,1739.31,26.24,32.2597,66.2845,1
4.34e+22,1963.63,27.5825,32.1209,71.1913,1
4.36e+22,2471.3,39.6615,33.7529,62.3097,1
4.27e+22,2134.3,39.1576,34.2398,54.5055,1
4.23e+22,2213.52,34.2755,34.0014,64.5802,1
4.22e+22,2067.35,32.3571,33.7544,63.8918,1
4.19e+22,2471.61,40.5615,36.109,60.9348,1
4.13e+22,2682.21,32.7812,37.7973,81.8217,1
4.12e+22,2140.81,39.0522,37.1083,54.8192,1
4.09e+22,2564.34,34.9304,37.6478,73.4129,1
4.1e+22,2083.27,34.0727,38.3677,61.142,1
4.06e+22,1674.6,30.8061,39.9639,54.3594,1
3.96e+22,1594.98,25.5914,39.0874,62.325,1
3.93e+22,1725.62,23.0599,40.5982,74.8322,1
3.93e+22,1899.84,30.4362,39.4168,62.4203,1
3.89e+22,1621.41,26.7214,40.0392,60.6783,1
3.91e+22,1807.43,23.9417,41.1684,75.4931,1
3.84e+22,1554.24,23.6991,41.1775,65.5821,1
3.8e+22,1500.7,23.3345,42.6326,64.3124,1
3.76e+22,1523.54,18.1534,42.2174,83.9261,1
3.74e+22,1444.35,18.324,46.2992,78.8231,1
3.74e+22,1682.48,21.375,45.8267,78.7124,1
3.76e+22,3031.76,23.9047,47.979,126.827,1
3.06e+22,9631.64,47.9434,153.994,200.896,1
3.02e+22,8900.37,54.0012,150.6,164.81799999999996,1
3.13e+22,8657.97,53.9861,131.907,160.374,1
3.17e+22,10364.3,53.9943,131.047,191.952,1
3.2e+22,10788.6,49.8644,131.097,216.359,1
3.18e+22,9539.29,51.5487,135.872,185.054,1
3.25e+22,9938.39,53.6659,133.722,185.19,1
3.2e+22,9075.78,44.6922,132.218,203.073,1
3.2e+22,9587.93,45.1739,128.41899999999998,212.245,1
3.23e+22,7960.11,41.74,123.46,190.707,1
3.26e+22,8658.87,43.5375,120.846,198.883,1
3.33e+22,8285.63,47.1037,116.249,175.90200000000004,1
3.37e+22,9178.18,41.6726,117.63,220.245,1
3.39e+22,9003.56,48.8114,116.075,184.456,1
3.35e+22,8255.97,39.1932,125.587,210.648,1
3.35e+22,6589.46,39.5868,119.511,166.456,1
3.34e+22,6327.15,32.0729,117.166,197.274,1
3.31e+22,6383.12,32.4456,112.859,196.733,1
3.28e+22,5780.53,30.1245,115.723,191.888,1
3.27e+22,4336.01,26.7708,117.08,161.968,1
3.22e+22,4052.34,27.9008,118.002,145.241,1
3.25e+22,3335.95,22.7407,114.499,146.695,0
3.22e+22,2359.86,20.1694,117.152,117.002,0
3.24e+22,3184.1,23.0303,122.155,138.257,0
3.24e+22,4277.33,27.7065,121.661,154.38,0
3.24e+22,4264.96,25.078000000000003,118.581,170.06799999999996,0
3.22e+22,3384.47,17.8328,123.065,189.789,0
3.23e+22,3676.33,22.1793,120.17,165.755,0
3.23e+22,4053.52,23.4523,116.282,172.84099999999995,0
3.22e+22,4099.18,22.3351,120.751,183.531,0
3.24e+22,4720.01,20.6267,117.133,228.83,0
3.2e+22,3398.47,19.2381,116.906,176.653,0
3.19e+22,3869.86,18.052,117.341,214.373,0
3.17e+22,3415.49,18.9722,123.813,180.02599999999995,0
3.16e+22,3367.32,15.286,124.105,220.288,0
3.18e+22,3548.09,21.0453,129.876,168.593,0
3.17e+22,3276.55,19.6289,129.469,166.925,0
3.14e+22,2751.68,16.1277,139.86,170.618,0
3.19e+22,4524.43,19.3507,138.157,233.812,0
3.23e+22,3514.88,21.8169,130.722,161.108,0
3.28e+22,3588.89,24.1829,120.939,148.406,0
3.31e+22,4387.52,22.162,122.025,197.975,0
3.3e+22,5651.17,26.9175,130.188,209.944,0
3.23e+22,5647.64,34.6428,127.599,163.025,0
3.26e+22,6738.17,37.2744,128.922,180.772,0
3.18e+22,6645.18,37.775999999999996,137.762,175.91,0
3.15e+22,5320.34,32.2787,134.716,164.825,0
3.1e+22,4830.38,25.8591,138.474,186.796,0
3.07e+22,3965.33,29.424,131.086,134.765,0
3.11e+22,5439.78,29.3395,137.984,185.408,0
3.09e+22,6043.47,25.5074,135.089,236.93,0
3.08e+22,4567.73,21.4355,144.282,213.092,0
3.04e+22,4088.73,26.2927,150.805,155.50799999999995,0
3.02e+22,3926.64,21.1011,147.442,186.087,0
3.03e+22,2993.68,18.8115,148.734,159.141,0
3e+22,2964.54,23.2887,155.29399999999995,127.295,0
2.98e+22,4249.51,18.8068,153.451,225.956,0
2.92e+22,4293.31,17.7512,159.012,241.86,0
2.85e+22,3377.7,14.5227,168.21599999999995,232.581,0
2.86e+22,3158.13,14.6339,168.00799999999995,215.80900000000003,0
2.86e+22,2708.29,12.5368,173.90099999999995,216.027,0
2.87e+22,2534.9,13.0037,171.454,194.937,0
2.84e+22,2573.63,12.3686,168.96200000000005,208.078,0
2.86e+22,3023.04,17.4725,186.145,173.017,0
2.86e+22,2561.97,15.3671,190.182,166.718,0
2.78e+22,1628.19,11.7442,193.697,138.638,0
2.82e+22,2397.01,16.6457,205.416,144.002,0
2.77e+22,2116.42,16.0676,219.072,131.72,0
2.68e+22,1285.6,12.3891,220.09,103.769,0
2.73e+22,2279.44,19.0962,225.129,119.366,0
2.71e+22,1584.96,18.4017,223.187,86.131,0
2.65e+22,1913.62,19.7473,224.488,96.9052,0
3.12e+22,2697.81,21.4749,47.9206,125.626,0
3.14e+22,4194.39,18.3776,49.3591,228.234,0
3.09e+22,3552.24,16.4585,49.4546,215.83,0
3.17e+22,4278.27,21.7571,48.8632,196.638,0
3.21e+22,3543.25,19.4684,47.5531,182.0,0
3.16e+22,4396.54,18.3811,49.13399999999999,239.188,0
3.13e+22,2572.46,14.7261,49.1283,174.687,0
3.15e+22,1948.93,18.674,49.0156,104.366,0
3.16e+22,3390.85,14.7382,49.6219,230.072,0
3.17e+22,1895.34,11.6255,48.2126,163.033,0
3.14e+22,2430.53,14.2863,50.57,170.13,0
3.13e+22,1593.94,19.6093,49.9186,81.2848,0
3.15e+22,2839.42,15.015999999999998,50.7085,189.093,0
3.21e+22,3579.06,17.5425,49.1474,204.022,0
3.2e+22,2338.46,16.5619,51.0971,141.195,1
3.2e+22,2537.42,15.4503,52.8028,164.231,1
3.17e+22,1875.99,13.5292,51.7398,138.662,1
3.15e+22,1793.58,14.4979,52.7986,123.713,1
3.14e+22,2111.39,14.5097,52.0726,145.516,1
3.11e+22,1768.92,11.8799,51.6324,148.9,1
3.08e+22,1888.56,12.7637,50.8075,147.963,1
3.08e+22,1573.36,10.5556,49.3129,149.055,1
3.07e+22,1985.92,13.1364,48.6672,151.17700000000005,1
3.07e+22,2025.88,12.0313,48.4401,168.384,1
3.04e+22,1112.12,8.82527,50.0395,126.015,1
3.05e+22,1814.79,10.9972,48.4252,165.023,1
3.05e+22,1609.83,9.808710000000001,47.8249,164.122,1
3.01e+22,1808.09,10.489,48.2965,172.38,1
2.97e+22,1190.47,7.621689999999999,45.6844,156.195,1
2.94e+22,1129.53,6.81668,44.0297,165.701,1
2.93e+22,1351.93,9.75105,44.6771,138.645,1
2.81e+22,1085.35,8.63022,48.8087,125.762,1
2.79e+22,749.201,8.82564,47.5897,84.8892,1
2.79e+22,768.669,9.78208,46.1244,78.5793,1
2.8e+22,1174.23,11.3092,45.5177,103.83,1
4.17e+22,6771.24,31.4371,32.7565,215.39,1
4.18e+22,6168.59,35.2171,32.7494,175.15900000000005,1
4.14e+22,6241.29,28.2414,32.0751,220.998,1
4.04e+22,5361.04,41.5288,33.2008,129.092,1
4.02e+22,5516.76,34.5268,33.9175,159.782,1
4.05e+22,5268.06,33.5605,34.4825,156.972,1
4.06e+22,6638.82,30.5935,36.4021,217.001,1
2.54e+22,2786.88,13.38,70.8259,208.287,0
2.56e+22,3484.0,15.171,75.3267,229.649,0
2.48e+22,1966.61,13.161,78.007,149.42700000000005,0
2.5e+22,2191.04,14.9185,77.265,146.86700000000005,0
2.48e+22,2655.19,15.2962,80.1114,173.585,0
2.46e+22,2537.99,16.041,80.2503,158.219,0
2.47e+22,1211.37,11.5006,79.0464,105.331,0
2.42e+22,790.7660000000002,26.1929,77.0209,30.1901,0
2.41e+22,491.977,20.1873,80.1852,24.3706,0
2.41e+22,155.83100000000005,11.2397,83.8845,13.8643,0
2.39e+22,432.615,13.2162,86.6953,32.7337,0
2.44e+22,679.0319999999998,10.3132,84.24799999999998,65.8411,0
2.37e+22,1595.55,14.5305,85.708,109.807,0
2.38e+22,828.725,12.7185,90.7767,65.15899999999999,0
2.31e+22,400.034,15.4361,87.1787,25.9155,0
2.29e+22,610.096,8.354569999999999,91.1451,73.0254,0
2.31e+22,804.295,16.0169,90.5694,50.2154,0
2.29e+22,617.595,7.7416,89.2099,79.7762,0
2.3e+22,522.443,7.2701899999999995,87.2067,71.861,0
2.28e+22,625.161,8.139669999999999,92.0998,76.8042,0
2.27e+22,645.837,10.9753,91.8788,58.8446,0
2.28e+22,592.914,8.08957,92.8706,73.2936,0
2.27e+22,498.814,8.05762,95.8502,61.9059,0
2.24e+22,477.668,5.53332,95.1775,86.3258,0
2.24e+22,434.936,6.802410000000001,92.974,63.9385,0
2.23e+22,697.789,8.05959,93.5911,86.5787,0
2.23e+22,842.946,11.3147,95.0383,74.5001,0
2.25e+22,1228.8,12.4672,98.1598,98.5624,0
2.2e+22,1266.72,9.8757,100.222,128.266,0
2.16e+22,1513.32,12.3572,103.977,122.465,0
2.13e+22,726.373,7.67762,101.709,94.6091,0
2.13e+22,1702.69,10.2923,102.528,165.433,0
2.11e+22,580.28,6.50053,97.5192,89.2666,0
2.14e+22,932.069,9.90738,100.736,94.0783,0
2.1e+22,512.8330000000002,5.94031,98.4098,86.3311,0
2.11e+22,572.903,8.54659,103.243,67.0329,0
2.06e+22,667.63,7.65711,104.585,87.1908,0
2.06e+22,878.299,9.062560000000001,108.869,96.9151,0
2.03e+22,730.467,7.58553,113.159,96.2974,0
2.06e+22,1077.22,11.0439,107.716,97.5401,0
2.03e+22,443.437,8.0762,108.361,54.9066,0
2.01e+22,1116.73,10.8689,107.299,102.745,0
2e+22,1014.22,12.6809,110.99,79.9802,0
1.96e+22,1096.52,11.3667,108.252,96.4678,0
1.93e+22,1139.23,12.8875,114.42,88.3984,0
1.9e+22,1071.66,13.0618,122.884,82.0457,0
1.89e+22,2371.71,13.9875,124.595,169.55900000000003,0
1.79e+22,428.008,11.1864,123.274,38.2615,0
1.75e+22,806.211,10.0335,132.452,80.3519,0
9.62e+21,4029.13,26.7994,392.249,150.344,0
9.81e+21,3790.01,28.8488,388.637,131.375,0
9.7e+21,3254.77,22.1899,383.242,146.678,0
9.81e+21,2908.24,25.3645,341.539,114.658,0
1.03e+22,1523.41,17.0568,276.136,89.3142,0
1.09e+22,3016.92,20.7916,254.817,145.10299999999995,0
1.08e+22,2255.99,12.9709,222.812,173.92700000000005,0
1.11e+22,1602.49,13.6103,211.211,117.741,0
1.16e+22,1511.96,15.683,209.792,96.4079,0
1.21e+22,3506.63,14.0872,207.189,248.923,0
1.26e+22,1565.99,18.96,193.873,82.5944,0
1.34e+22,3159.86,21.5877,164.489,146.373,0
1.4e+22,3113.54,19.2459,150.0,161.77700000000004,0
1.49e+22,3599.51,22.7467,145.09799999999996,158.243,0
1.58e+22,4385.15,21.6111,132.125,202.912,0
1.66e+22,4562.22,17.6763,126.45,258.098,0
1.74e+22,3315.01,25.5723,113.815,129.63299999999998,0
1.81e+22,4113.28,22.1548,108.427,185.661,0
1.83e+22,3865.57,29.9654,100.495,129.001,0
1.89e+22,3372.67,20.4676,93.4286,164.78099999999995,0
1.94e+22,5831.84,24.1653,98.8103,241.331,0
1.94e+22,2915.58,22.6314,106.872,128.829,0
1.95e+22,2691.87,27.8877,104.932,96.5255,0
1.96e+22,2290.93,32.0284,109.509,71.5281,0
1.92e+22,2145.98,43.8062,107.078,48.9881,0
1.91e+22,1491.91,23.7035,108.4,62.9405,0
1.95e+22,2023.38,26.2314,107.82,77.1358,0
1.93e+22,1707.27,11.7033,101.295,145.879,0
1.88e+22,1537.8,12.8147,111.201,120.003,0
1.89e+22,2286.59,14.568,118.072,156.96,0
1.87e+22,1953.08,12.4869,113.021,156.41,0
1.82e+22,1769.5,19.9801,111.815,88.5631,0
1.78e+22,922.185,13.914000000000001,115.877,66.2775,0
1.72e+22,2289.84,15.8338,116.957,144.61700000000005,0
1.69e+22,1767.88,15.4233,125.957,114.624,0
1.67e+22,2443.28,17.7269,130.719,137.829,0
1.67e+22,1713.47,11.71,135.961,146.325,0
1.65e+22,1278.97,12.2636,134.548,104.29,0
1.63e+22,1414.74,13.6107,132.085,103.943,0
1.64e+22,2266.28,11.0454,134.793,205.179,0
1.59e+22,844.513,11.9596,132.31,70.6138,0
1.57e+22,683.842,14.5563,138.667,46.9791,0
1.59e+22,1174.97,12.389000000000001,145.023,94.8399,0
1.53e+22,603.5269999999998,11.0557,139.27,54.5897,0
3e+22,3307.39,38.175,65.414,86.6375,0
2.98e+22,3447.24,33.0091,64.9391,104.433,0
2.94e+22,2281.37,29.9426,62.2845,76.1913,0
2.96e+22,2146.36,36.3098,65.0425,59.1124,0
2.9e+22,2461.86,32.5993,63.46100000000001,75.5187,0
2.9e+22,2627.35,38.3612,61.7639,68.4899,0
2.89e+22,2839.92,36.1288,61.6226,78.6054,0
2.91e+22,3746.59,33.195,60.1921,112.866,0
2.86e+22,3316.32,36.8478,60.6428,90.0005,0
2.86e+22,1456.1,31.1516,59.0943,46.7423,0
2.87e+22,1642.51,31.4246,57.9884,52.2684,0
2.91e+22,3106.91,37.7635,59.4886,82.2729,0
2.9e+22,607.202,33.4145,58.7724,18.1718,0
2.88e+22,583.029,20.7373,57.7546,28.115,0
2.86e+22,954.034,42.0626,59.6528,22.6813,0
