Total Unsigned Flux (Mx),GWILL (Mm),Average Gradient across PIL (G),Effective Separation (pixels),PIL Length (Mm),Label
6.69e+22,3727.83,24.9017,28.3209,149.702,0
6.69e+22,2819.24,17.6697,29.5347,159.55200000000005,0
6.62e+22,3678.07,17.281,29.3292,212.83900000000003,0
6.6e+22,2693.14,13.3642,30.6559,201.519,0
6.57e+22,2817.26,16.965999999999998,29.4619,166.053,0
6.62e+22,3041.08,19.7754,28.5549,153.781,0
6.66e+22,3162.26,19.1716,28.4981,164.945,0
6.71e+22,3007.52,19.4674,28.0604,154.49,0
6.76e+22,2948.8,19.4931,28.6678,151.274,0
6.79e+22,3429.18,20.1399,29.0101,170.268,0
6.83e+22,3603.25,19.8266,30.3099,181.738,0
6.82e+22,3926.12,17.6389,31.2669,222.583,0
6.82e+22,3074.77,18.622,29.4949,165.115,0
6.83e+22,5392.53,22.8266,29.9222,236.239,0
6.89e+22,6096.13,26.4024,30.7512,230.893,0
6.86e+22,4543.94,21.6471,28.823,209.91,0
6.85e+22,3592.35,32.2647,28.266,111.34,0
6.83e+22,4416.87,39.0183,29.0746,113.2,0
6.81e+22,4354.42,36.1132,28.5297,120.577,0
6.79e+22,4678.28,41.8481,27.5392,111.792,0
6.75e+22,6041.87,36.3154,27.9855,166.372,0
6.71e+22,5325.72,38.2867,28.072,139.101,0
6.58e+22,3056.17,37.2186,29.9667,82.1141,0
6.55e+22,2918.5,33.7372,29.9316,86.507,0
6.53e+22,3998.51,31.8188,31.4408,125.665,0
6.49e+22,5217.22,30.4458,30.5672,171.361,0
6.44e+22,2955.01,34.9674,30.3582,84.5077,0
4.73e+21,1231.59,28.8862,69.8238,42.6359,0
4.73e+21,968.628,17.554000000000002,66.0534,55.1799,0
4.85e+21,608.0509999999998,39.9083,59.1099,15.2362,0
5.04e+21,459.017,21.654,55.2041,21.1978,0
5.29e+21,674.8860000000002,22.272,59.2619,30.302,0
6.02e+21,1267.91,23.7408,60.3085,44.7991,0
6.54e+21,428.42,28.3021,67.5645,24.2731,0
7.08e+21,233.63,17.65,62.845,12.3622,0
7.5e+21,1329.59,18.8987,52.0663,73.4826,0
7.85e+21,633.976,18.0939,46.5424,30.264,0
8.16e+21,1504.01,20.9482,50.43600000000001,64.3755,0
8.52e+21,1291.51,23.363000000000003,48.5116,30.3849,0
9.07e+21,992.524,42.505,53.5871,36.6064,0
1.01e+22,2445.97,27.1134,53.0314,85.3934,0
1.11e+22,2623.81,28.6435,45.8328,100.707,0
1.21e+22,3508.69,26.0539,44.4746,103.823,0
1.33e+22,2756.72,33.7949,39.5737,77.9987,0
1.41e+22,1666.77,35.3431,36.2868,58.3181,0
1.51e+22,2176.48,28.5806,35.3359,89.7309,0
1.58e+22,2866.26,24.2556,35.2312,89.9715,0
1.72e+22,1669.92,31.8574,31.7646,92.427,0
1.78e+22,1644.57,18.0675,33.5717,76.0478,0
1.83e+22,1123.86,21.6255,34.4989,62.8732,0
1.86e+22,2006.18,17.875,31.2482,82.3587,0
1.87e+22,1724.04,24.3591,30.6963,74.2967,0
1.9e+22,2049.21,23.2048,33.4838,85.8257,0
1.94e+22,1522.54,23.8764,33.415,70.6726,0
1.93e+22,1756.39,21.5436,33.0702,68.3822,0
1.92e+22,1211.84,25.6849,37.6072,60.3642,0
1.86e+22,1250.92,20.0754,35.0535,77.0196,0
1.83e+22,947.765,16.2416,35.6201,73.7342,0
1.8e+22,528.9209999999998,12.8538,34.2882,42.896,0
1.74e+22,559.697,12.3303,36.5461,44.0242,0
1.72e+22,755.7439999999998,12.7134,38.3338,51.8809,0
1.72e+22,932.299,14.5669,40.9807,44.9884,0
1.71e+22,685.4789999999998,20.7231,41.9058,37.7747,0
1.71e+22,959.091,18.1465,38.2113,57.4919,0
1.7e+22,999.507,16.6822,40.8808,64.7429,0
1.73e+22,1178.0,15.4381,42.5571,53.4567,0
1.73e+22,1852.27,22.0366,41.3063,72.4981,0
1.74e+22,853.693,25.5492,41.2643,40.8906,0
1.74e+22,2544.99,20.8775,40.8335,67.9635,0
1.74e+22,1289.96,37.4464,41.0744,43.3523,0
1.71e+22,1364.62,29.7554,46.6431,52.3533,0
1.66e+22,1115.23,26.0656,49.6219,63.8031,0
1.66e+22,1942.61,17.4792,47.6614,71.5542,0
1.65e+22,1456.96,27.1488,48.8354,47.3053,0
1.63e+22,1325.06,30.799,50.2035,41.8526,0
1.61e+22,1251.19,31.6601,50.0414,49.5199,0
1.57e+22,1569.3,25.2664,53.2515,63.6647,0
1.55e+22,985.248,24.6495,57.7578,54.8995,0
1.53e+22,1085.85,17.9464,58.0923,65.8374,0
1.75e+22,5545.29,77.0874,44.27,71.9351,0
1.75e+22,5241.19,59.6043,37.6917,87.9331,0
1.82e+22,4689.04,51.6533,38.6814,90.7791,0
1.87e+22,4585.81,54.5487,37.9949,84.0682,0
2e+22,4050.06,50.4173,37.0353,80.3307,0
2.02e+22,4816.16,47.5107,34.4356,101.37,0
2.02e+22,4693.01,41.7966,36.9552,112.282,0
2.07e+22,5257.17,37.8048,38.3109,139.061,0
2.1e+22,6587.78,44.5078,37.1411,148.014,0
2.14e+22,5761.85,40.5604,37.1899,142.056,0
2.17e+22,6367.32,47.9456,35.4463,132.803,0
2.23e+22,7414.33,46.8991,31.6203,158.091,0
2.28e+22,5479.51,42.2082,31.45,129.821,0
2.31e+22,4598.83,58.2063,32.0768,79.0091,0
2.35e+22,7424.67,46.3188,30.5573,160.295,0
2.41e+22,6481.54,59.5429,30.0948,108.855,0
2.43e+22,5646.22,35.3711,27.5993,159.628,0
2.42e+22,4787.41,56.9168,26.1936,84.1125,0
2.45e+22,4926.9,33.8258,24.5662,145.655,0
2.5e+22,4086.34,51.8602,26.4928,78.7953,0
2.55e+22,3582.66,45.6173,28.1069,78.5374,0
2.59e+22,3376.67,36.1334,26.8153,93.4501,0
2.6e+22,3562.76,52.2975,26.1025,68.1249,0
2.6e+22,4074.66,31.7084,28.2488,128.504,0
2.6e+22,3379.82,47.6786,28.4258,70.8876,0
2.56e+22,4030.43,28.9932,27.228,139.013,0
2.55e+22,2998.93,28.4915,27.7471,105.257,0
2.52e+22,3287.59,28.2728,27.2886,116.281,0
2.47e+22,3031.83,34.5879,28.269,87.6558,0
2.42e+22,2273.34,27.4701,26.4162,82.7568,0
2.38e+22,2377.65,44.5096,27.9815,53.4187,0
2.39e+22,2312.32,38.4629,29.1297,60.1182,0
2.4e+22,2386.75,38.2973,30.2312,62.3217,0
2.37e+22,2517.68,36.5518,27.5608,68.8797,0
2.34e+22,3523.21,40.5891,27.3174,86.8018,0
2.35e+22,2698.56,37.5844,29.858,71.8001,0
2.32e+22,2504.03,37.5579,28.4563,66.6712,0
2.34e+22,2079.93,39.045,29.792,53.2701,0
2.31e+22,2313.01,44.6126,28.9687,51.8465,0
2.32e+22,2439.49,40.927,28.9901,59.606,0
2.3e+22,2694.3,47.466,31.158,56.7628,0
2.31e+22,2357.99,47.5735,31.5114,49.5652,0
2.27e+22,2268.7,49.9428,29.1268,45.426,0
2.26e+22,2596.47,50.738,30.4961,51.1741,0
2.24e+22,2333.92,45.91,30.7404,50.8368,0
2.25e+22,2809.9,48.2259,31.6416,58.2653,0
2.26e+22,2346.94,50.7245,29.9995,46.2684,0
2.2e+22,2264.33,44.896,26.6198,50.4349,0
2.21e+22,2565.47,47.063,29.7033,54.5115,0
2.19e+22,2506.6,42.1827,27.8863,59.4224,0
2.19e+22,2644.08,47.4592,28.909,55.7127,0
2.17e+22,1912.4,47.1015,31.8775,40.6017,0
2.19e+22,2996.71,56.6628,30.2611,52.8867,0
2.18e+22,2767.24,59.1538,28.9825,46.7805,0
2.2e+22,2237.2,42.4997,28.6009,52.6403,0
2.21e+22,2590.58,50.235,30.047,51.5693,0
2.2e+22,2561.1,51.6543,26.3588,49.5815,0
2.19e+22,2885.82,54.9356,27.3809,52.53100000000001,0
2.15e+22,2921.19,57.8083,29.4413,50.5324,0
2.14e+22,2972.54,70.2671,31.6611,42.3034,0
2.1e+22,2786.54,63.351000000000006,30.9269,43.9857,0
2.94e+22,5364.9,39.3408,56.9431,136.37,0
2.73e+22,4234.1,35.4808,54.2344,119.335,0
2.69e+22,3982.67,33.5194,55.5287,118.817,0
2.68e+22,4044.63,26.2119,54.0549,154.305,0
2.66e+22,3869.99,31.0376,53.6701,124.687,0
2.79e+22,4319.05,32.7253,57.0133,131.97899999999998,0
2.63e+22,4113.29,30.5503,52.6064,134.64,0
2.7e+22,3991.6,32.4808,54.5496,122.891,0
2.69e+22,4797.97,33.3447,54.9541,143.89,0
2.69e+22,4090.12,31.0229,52.8344,131.842,0
2.69e+22,4673.77,33.7781,48.1998,138.36700000000002,0
2.64e+22,3935.08,30.924,45.3028,127.25,0
2.75e+22,4480.01,34.8601,47.7915,128.514,0
2.76e+22,4825.39,38.8593,48.3737,124.176,0
2.74e+22,5182.88,36.7132,49.81100000000001,141.172,0
2.66e+22,3929.83,32.2723,46.4043,121.771,0
2.6e+22,3096.9,30.9692,49.9686,99.9992,0
2.59e+22,3191.65,34.1666,49.2813,93.4142,0
2.59e+22,3536.24,36.1311,49.5856,97.8724,0
2.65e+22,3848.35,29.6993,49.3095,129.577,0
2.57e+22,3446.18,26.4322,48.4956,130.378,0
2.6e+22,3374.21,32.9509,50.5939,102.401,0
2.47e+22,3515.68,35.074,51.4261,100.236,0
2.44e+22,3509.15,32.745,48.4328,107.166,0
2.47e+22,2444.69,23.7799,50.8353,102.805,0
2.44e+22,1434.21,20.0825,46.4253,71.4157,0
2.38e+22,1260.19,21.0641,48.1414,59.8266,0
2.37e+22,2094.83,20.7835,48.4403,100.793,0
2.35e+22,1195.18,15.9617,46.1541,74.878,0
2.35e+22,1915.44,21.0308,45.8356,91.0779,0
2.34e+22,2098.46,16.0368,44.6832,130.85299999999998,0
2.29e+22,2160.67,16.8278,45.4251,128.399,0
2.28e+22,1262.46,17.1227,44.2555,73.73,0
2.25e+22,1578.69,13.8747,45.587,113.782,0
2.23e+22,1706.16,12.1617,47.9801,140.29,0
2.21e+22,1548.77,10.8782,50.4924,142.374,0
2.2e+22,1532.33,11.8599,49.5221,129.203,0
2.18e+22,1842.86,11.3321,48.2194,162.623,0
2.18e+22,956.925,14.0492,48.0095,68.1124,0
2.14e+22,2812.16,17.6593,48.0015,159.245,0
2.14e+22,2487.69,18.0163,50.2592,138.08,0
2.12e+22,1996.61,14.8382,51.7858,134.559,0
2.06e+22,2109.52,15.5623,54.1337,135.553,0
2.03e+22,1186.86,15.6959,52.5282,75.6162,0
1.99e+22,1184.07,13.9281,53.1474,85.0127,0
2e+22,703.322,11.3105,52.7185,62.1831,0
1.98e+22,1878.73,16.9441,54.8265,110.878,0
1.98e+22,1770.7,17.4252,53.8761,101.617,0
1.97e+22,1649.31,14.6583,52.1714,112.517,0
1.95e+22,1038.9,16.9204,53.8217,61.3991,0
1.96e+22,1359.24,18.3825,53.339,73.942,0
1.95e+22,413.381,17.559,53.2185,23.5424,0
1.95e+22,935.504,14.5611,52.2675,64.2468,0
1.96e+22,873.6030000000002,9.66231,50.1043,90.4135,0
1.95e+22,566.874,10.870999999999999,52.014,52.1455,0
1.93e+22,199.08,21.2507,47.5222,9.36818,0
1.97e+22,514.23,9.04011,45.852,56.8832,0
1.95e+22,69.3405,22.9825,48.478,3.0171,0
1.94e+22,41.4606,18.8216,49.5812,2.20282,0
1.9e+22,41.2617,27.7427,46.6679,1.4873,0
1.9e+22,174.275,19.0932,48.5043,9.12761,0
1.89e+22,57.3213,12.4369,49.4064,4.6089699999999985,0
1.91e+22,71.2021,22.0,47.1116,3.23646,0
1.9e+22,87.9846,6.55965,48.8152,13.413,0
1.93e+22,123.861,9.325619999999999,49.1663,13.2818,0
1.94e+22,76.9777,7.607469999999999,48.3617,10.1187,0
1.93e+22,127.531,6.650580000000001,50.9577,19.1759,0
1.97e+22,607.11,7.107539999999999,49.4563,85.4177,0
1.97e+22,376.886,4.6308300000000004,47.1738,81.3862,0
2.02e+22,681.591,8.95505,48.1649,76.1125,0
2.01e+22,329.365,9.499939999999999,49.2523,34.6702,0
2e+22,272.222,34.3652,50.7907,13.7427,0
2.04e+22,1815.58,19.8085,50.1436,91.3508,0
2.06e+22,979.273,19.8748,50.2954,43.0565,0
2.07e+22,431.751,22.7439,49.6102,47.377,0
1.43e+22,4462.02,64.0487,52.9733,69.6661,0
1.57e+22,4137.02,51.9707,56.5427,79.6029,0
1.65e+22,3904.5,53.744,53.5719,72.65,0
1.71e+22,6936.55,71.8408,55.1179,96.5545,0
1.74e+22,5165.69,64.806,54.0631,79.7101,0
1.93e+22,4018.97,53.29,46.8635,75.417,0
2.06e+22,4935.91,57.7495,38.3172,85.471,0
2.18e+22,4411.37,51.5982,38.186,85.4946,0
2.32e+22,4907.61,55.7988,42.275,87.9519,0
2.44e+22,3626.95,44.8853,39.2657,80.8048,0
2.54e+22,4221.66,39.5724,38.743,106.682,0
2.42e+22,4001.59,30.2228,37.0484,132.403,0
2.46e+22,2425.09,36.095,41.1047,67.1863,0
2.47e+22,2729.33,30.2762,39.134,90.1478,0
2.58e+22,3203.18,33.7579,38.7161,94.8868,0
2.58e+22,2164.65,30.38,35.8197,71.2525,0
2.59e+22,2380.7,23.5776,35.3905,100.973,0
2.55e+22,1988.17,19.6852,37.5256,100.998,0
2.54e+22,2503.51,12.1784,37.9909,205.57,0
2.55e+22,1498.36,15.2682,41.0732,98.1363,0
2.48e+22,1636.45,13.970999999999998,42.305,117.132,0
2.48e+22,2486.16,24.3098,37.6223,102.27,0
2.49e+22,2768.28,18.7454,39.0689,147.678,0
2.46e+22,1712.89,21.7778,40.0194,78.6528,0
2.46e+22,1577.95,18.6975,40.9102,84.3935,0
2.46e+22,1857.77,19.2829,41.282,96.3427,0
2.43e+22,2167.93,20.4371,42.535,106.078,0
2.4e+22,2616.28,24.7989,42.7993,105.5,0
2.41e+22,2002.18,33.4115,44.2253,59.925,0
2.4e+22,2002.28,26.8032,44.8396,74.7031,0
2.4e+22,2441.61,35.3506,47.1092,69.0683,0
2.4e+22,2387.21,40.9146,48.5425,58.3462,0
2.38e+22,2771.21,36.1699,50.1307,76.6165,0
2.35e+22,4449.77,25.5853,47.5926,173.919,0
2.36e+22,3578.05,31.8049,45.5496,112.5,0
2.33e+22,4289.45,23.1931,43.9221,184.945,0
2.32e+22,5537.63,21.7388,43.1355,254.735,0
2.31e+22,5574.12,23.0468,45.0431,241.861,0
2.28e+22,4536.43,19.5513,46.2228,232.027,0
2.25e+22,4318.1,27.5447,46.9659,156.767,0
2.2e+22,3294.94,23.2794,48.4603,141.539,0
2.15e+22,3898.69,22.5581,49.6545,172.829,0
2.1e+22,3461.72,17.5599,54.5185,197.138,0
2.08e+22,3376.52,18.5522,52.807,182.001,0
2.04e+22,596.045,10.9604,57.622,54.3817,0
2.04e+22,1160.68,9.95675,55.9728,116.572,0
2.04e+22,1223.3,10.3983,56.5594,117.644,0
2.03e+22,1056.06,10.3069,55.0098,102.461,0
2.02e+22,767.6080000000002,8.90019,55.149,86.2463,0
2.02e+22,745.946,11.5318,54.5733,64.686,0
1.98e+22,565.524,23.1247,52.0529,24.4554,0
1.97e+22,998.436,9.774410000000001,50.456,102.148,0
1.96e+22,888.966,9.60277,51.7791,92.5739,0
1.94e+22,577.821,12.0077,52.6348,48.1209,0
1.94e+22,392.056,18.9911,52.0676,20.6442,0
1.93e+22,1148.65,19.8642,50.4474,57.8252,0
1.94e+22,2269.44,12.1625,49.6825,186.593,0
1.92e+22,651.827,11.8975,51.9273,54.7869,0
1.95e+22,1884.57,17.4722,51.181,107.861,0
1.95e+22,2126.96,17.5425,50.5439,121.246,0
1.97e+22,1761.91,19.8452,49.2746,88.7827,0
1.98e+22,1399.01,26.9633,50.2786,51.8856,0
1.96e+22,2283.48,25.6919,51.8884,88.8793,0
1.94e+22,4066.9,26.2533,53.3314,154.91,0
1.89e+22,4466.98,23.9311,55.1925,186.66,0
1.83e+22,3653.95,33.2582,66.1934,109.866,0
1.83e+22,1244.45,50.5131,60.9149,24.6361,0
1.85e+22,2343.23,40.6928,60.6899,57.5835,0
1.88e+22,1842.82,53.516000000000005,58.6005,34.4349,0
1.85e+22,1614.25,31.683000000000003,55.0733,50.95,0
1.92e+22,1714.79,41.4513,56.6662,41.3688,0
1.93e+22,1183.62,35.6092,54.3397,33.2392,0
1.93e+22,1965.42,28.2936,54.7836,69.4653,0
1.84e+22,1577.45,18.2256,60.4582,86.5512,0
1.82e+22,1533.98,28.7116,58.062,53.4271,0
1.8e+22,1135.61,16.5587,61.5913,68.581,0
1.79e+22,1171.65,27.5194,59.1801,42.5756,0
1.78e+22,1031.45,13.7064,61.5324,75.2532,0
1.76e+22,796.9019999999998,12.9046,63.0658,61.7533,0
1.73e+22,795.847,18.3468,61.0562,43.378,0
1.74e+22,1506.59,15.0679,59.5294,99.9865,0
1.74e+22,1469.44,16.4727,61.7027,89.2048,0
1.69e+22,1384.95,19.578,62.7844,70.7401,0
1.7e+22,1843.66,22.945999999999998,66.4682,80.3476,0
1.71e+22,2845.31,29.866999999999997,69.5673,95.2661,0
1.73e+22,3193.35,24.3529,66.1718,131.128,0
1.72e+22,2146.38,38.4902,70.5656,55.7644,0
1.72e+22,1938.89,38.9254,69.59,49.8103,0
1.7e+22,2027.19,23.4723,68.0363,86.365,0
1.69e+22,1512.62,23.2349,66.5738,65.101,0
1.66e+22,1340.67,20.8981,70.9548,64.1529,0
1.64e+22,1325.72,18.1889,71.6236,72.8861,0
1.63e+22,1727.44,20.3678,70.8355,84.8124,0
1.58e+22,1370.29,15.8947,76.8531,86.2103,0
1.61e+22,1577.5,17.1489,75.1028,91.9882,0
1.61e+22,2039.47,20.2553,75.846,100.688,0
1.62e+22,1933.19,21.3443,73.1956,90.5718,0
1.66e+22,2102.11,19.4253,74.085,108.215,0
1.69e+22,1971.64,25.8518,73.852,76.2671,0
1.69e+22,1530.53,33.1221,74.9798,46.2088,0
1.69e+22,1221.76,16.6793,73.7908,73.2499,0
1.72e+22,853.13,18.0489,72.4549,47.2677,0
1.73e+22,1176.61,23.998,72.6967,49.0297,0
1.71e+22,1379.81,22.6548,77.4193,60.9058,0
1.74e+22,2067.03,15.6304,71.8149,132.244,0
1.73e+22,2012.74,16.3789,73.6089,122.886,0
1.73e+22,1280.52,17.0065,77.8133,75.2962,0
1.71e+22,1817.23,15.9468,80.2049,113.956,0
1.71e+22,1068.07,12.1437,72.5289,87.9529,0
1.69e+22,1181.06,12.7322,68.4778,92.7613,0
1.66e+22,1196.65,15.0356,69.7544,79.5876,0
1.65e+22,1371.92,14.1294,70.6179,97.0965,0
1.62e+22,749.9680000000002,12.4471,72.8108,60.2524,0
1.62e+22,731.432,11.5027,72.0592,63.5879,0
1.61e+22,414.822,8.28566,75.5311,50.0651,0
1.63e+22,935.708,18.187,74.9291,51.4493,0
1.63e+22,720.0830000000002,14.0413,75.5256,51.2832,0
1.62e+22,1108.46,19.1259,73.7612,57.9559,0
1.61e+22,1052.42,20.2484,77.5326,51.9754,0
1.59e+22,1093.13,15.5372,74.4235,70.3556,0
1.59e+22,1011.48,21.6422,77.0188,46.7364,0
1.62e+22,1284.94,29.2839,76.256,43.8787,0
1.66e+22,1173.74,25.3081,68.0541,46.378,0
1.61e+22,1121.07,41.8402,68.477,26.7942,0
1.61e+22,734.7769999999998,37.8599,72.0504,19.4078,0
1.65e+22,1185.78,46.6248,70.1878,25.4323,0
1.66e+22,1872.55,33.4154,73.8326,56.0384,0
1.68e+22,2440.54,34.4478,68.3245,70.8474,0
2.55e+22,1175.54,49.8414,627.6469999999998,23.5857,0
2.48e+22,1499.24,38.3901,885.174,39.0529,0
2.45e+22,562.17,16.2896,1600.52,34.511,0
2.51e+22,71.6387,74.0,934.437,0.968091,0
2.44e+22,621.226,18.8536,1376.08,32.95,0
2.49e+22,862.931,20.7653,1037.9,41.5564,0
2.49e+22,347.648,13.1625,995.458,26.412,0
2.51e+22,50.7442,11.46,1115.53,4.42794,0
2.51e+22,95.2592,11.0338,1639.82,8.6334,0
2.52e+22,90.5408,20.5374,1549.7,4.4085800000000015,0
2.53e+22,6.1570800000000006,6.0,1219.85,1.02618,0
2.52e+22,39.9841,13.784,1820.71,2.90076,0
2.54e+22,152.234,20.1027,2910.34,7.26347,0
2.54e+22,187.308,18.6961,3636.82,8.661760000000001,0
2.54e+22,164.957,20.9589,1830.27,4.09163,0
2.55e+22,111.065,21.6247,2040.96,3.65003,0
2.53e+22,157.269,16.2442,2091.68,6.69353,0
2.5e+22,503.481,40.3157,2107.95,32.3061,0
2.52e+22,392.012,30.4286,2475.46,25.0804,0
2.47e+22,270.828,23.4957,3285.22,15.6157,0
2.47e+22,453.031,15.5847,3276.33,30.145,0
2.45e+22,385.341,15.6302,3759.96,29.5911,0
2.43e+22,268.8,17.3433,4351.73,23.3467,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
2.44e+22,259.72900000000004,15.0284,3864.1,28.8588,0
6.34e+22,2193.93,17.649,44.5629,124.309,0
6.33e+22,1442.43,16.734,42.2758,86.1973,0
6.41e+22,3018.96,18.977,43.5825,159.085,0
6.37e+22,2117.53,14.6532,41.6503,144.51,0
6.4e+22,2449.01,17.6524,41.8173,138.735,0
6.46e+22,742.341,16.0273,40.7322,46.3173,0
6.45e+22,1669.25,15.2428,41.0612,109.511,0
6.46e+22,3453.77,13.8987,40.8753,248.496,0
6.47e+22,624.379,15.8568,41.3286,39.3761,0
6.51e+22,1720.46,13.5652,40.9588,126.829,0
6.41e+22,617.755,14.5298,40.3163,42.5164,0
6.55e+22,978.888,16.5761,39.9483,59.0542,0
6.56e+22,2525.71,15.4284,40.5141,163.705,0
6.53e+22,607.143,16.994,40.9439,35.7269,0
6.56e+22,1384.17,14.8966,39.6511,92.9185,0
6.58e+22,1775.62,12.0915,39.0026,146.849,0
6.64e+22,524.601,12.9074,37.9308,40.6434,0
6.65e+22,1353.37,17.0417,38.669,79.4151,0
6.66e+22,1706.97,11.207,40.4065,152.313,0
6.62e+22,1037.95,8.26869,40.2604,125.528,0
6.6e+22,762.107,7.37133,40.4103,103.388,0
6.65e+22,1594.38,12.8118,41.0782,124.446,0
6.63e+22,1984.2,11.344000000000001,40.0341,174.912,0
6.61e+22,1337.02,13.3689,38.2819,100.01,0
6.63e+22,1047.59,12.3568,40.2814,84.7781,0
6.61e+22,1264.15,12.744000000000002,40.6708,99.1959,0
6.6e+22,1558.57,13.2285,40.5915,117.819,0
6.57e+22,1681.87,15.0865,40.0814,111.482,0
6.57e+22,1161.46,11.7111,39.9256,99.1756,0
6.56e+22,1004.53,10.8009,40.7353,93.0045,0
6.51e+22,982.292,10.1865,40.3775,96.4308,0
6.51e+22,972.101,8.986289999999999,41.0488,108.176,0
6.48e+22,1014.05,10.9652,39.7913,92.4785,0
6.44e+22,1233.67,12.4466,39.5844,99.1173,0
6.49e+22,1625.06,14.8633,39.7911,109.334,0
6.47e+22,2236.81,11.2963,38.9219,198.013,0
6.4e+22,1361.52,14.0018,40.2822,97.2386,0
6.38e+22,535.414,13.3843,39.2781,40.0031,0
6.35e+22,901.318,10.3117,39.9685,87.4073,0
6.33e+22,522.3530000000002,7.16975,41.0875,72.8551,0
6.3e+22,520.41,8.45583,39.2045,61.5445,0
6.32e+22,499.226,10.6331,40.4147,46.9502,0
6.34e+22,1009.32,12.2474,40.7444,82.4107,0
6.32e+22,1003.93,9.935889999999999,42.3065,101.041,0
6.34e+22,493.173,13.1839,42.6982,37.4072,0
6.3e+22,494.615,6.29649,42.9175,78.554,0
6.33e+22,852.962,12.4415,43.0445,68.5578,0
6.35e+22,607.644,11.4187,43.339,53.2148,0
6.31e+22,468.055,10.6042,45.717,44.1386,0
6.25e+22,315.654,6.87219,43.6391,45.9321,0
6.24e+22,144.687,6.681889999999999,44.3337,21.6536,0
6.23e+22,351.58,10.9589,43.8804,32.0817,0
6.19e+22,279.94,11.3315,45.7988,24.7046,0
6.13e+22,103.606,5.6096699999999995,44.8087,18.4691,0
6.1e+22,154.064,7.889139999999999,46.3877,19.5286,0
6.1e+22,171.615,7.65448,46.3868,22.4202,0
6.05e+22,161.436,6.23687,45.4682,25.8841,0
6.07e+22,270.091,13.0143,46.5624,20.7534,0
6.02e+22,258.44,13.1874,47.6105,19.5975,0
5.99e+22,212.799,11.544,46.6097,18.4337,0
5.97e+22,217.649,13.6229,47.0529,15.9767,0
5.98e+22,1045.13,9.39626,47.1402,111.228,0
5.94e+22,470.758,25.4475,49.2931,18.4992,0
5.93e+22,1116.82,10.6892,48.1018,104.481,0
5.91e+22,587.646,18.8596,48.3478,31.159,0
5.83e+22,743.414,9.30379,47.3536,79.9044,0
7.47e+21,2238.69,54.192,76.2587,41.3103,0
8.21e+21,1631.08,42.6987,87.177,38.1998,0
8.1e+21,1566.31,34.3388,82.0963,45.6135,0
8.26e+21,1777.96,43.483000000000004,78.5362,40.8886,0
8.2e+21,1889.05,38.3492,81.8747,49.2593,0
7.68e+21,1632.28,47.1025,78.6772,34.6538,0
7.88e+21,1299.27,41.5641,78.1241,31.2595,0
8.2e+21,1563.27,34.965,85.0348,44.7097,0
8.04e+21,1354.89,40.6862,76.0958,33.3009,0
7.78e+21,1571.58,44.0254,72.7726,35.6972,0
7.82e+21,665.821,20.3925,77.0165,32.6503,0
7.98e+21,906.884,22.5552,78.9697,40.2073,0
7.98e+21,709.1160000000001,25.1114,78.4712,28.2388,0
7.83e+21,1014.73,21.4322,78.8183,47.3462,0
8.05e+21,1701.17,29.9518,81.5966,56.797,0
8.41e+21,1838.58,32.6588,63.3376,56.2965,0
9.52e+21,938.429,27.6088,65.2603,33.9902,0
1e+22,837.997,24.2752,59.7583,34.5207,0
9.99e+21,1539.29,23.6719,62.8681,65.02600000000001,0
1.02e+22,911.993,22.1399,61.2652,41.1923,0
1.01e+22,1328.17,22.2161,64.7816,59.7843,0
1.04e+22,1654.45,25.2952,66.2969,65.4057,0
1.04e+22,1014.27,20.9039,67.969,48.5204,0
1.04e+22,841.686,19.1881,71.4694,43.865,0
1.04e+22,314.355,10.67,69.9165,29.4616,0
1.02e+22,357.023,18.8003,69.4475,18.9903,0
1.01e+22,862.482,20.2671,68.3495,51.419,0
